target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2023-01-07,0.010,1324.095,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.025,1373.606,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.050,1404.456,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.100,1456.946,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.150,1488.349,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.200,1522.580,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.250,1546.290,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.300,1566.377,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.350,1587.639,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.400,1606.524,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.450,1624.872,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.500,1644.265,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.550,1663.668,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.600,1682.237,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.650,1708.200,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.700,1732.992,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.750,1763.664,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.800,1795.260,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.850,1832.091,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.900,1889.521,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.950,1982.472,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.975,2059.172,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.990,2153.403,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.010,1023.260,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.025,1106.452,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.050,1191.151,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.100,1320.053,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.150,1417.135,48,quantile,2023-01-02
