target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2023-02-04,0.01,133.666,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.025,143.908,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.05,153.127,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.1,165.233,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.15,173.444,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.2,179.039,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.25,187.282,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.3,194.457,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.35,202.967,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.4,210.836,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.45,217.566,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.5,225.8,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.55,234.841,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.6,244.849,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.65,254.745,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.7,264.954,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.75,279.701,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.8,300.223,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.85,324.814,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.9,355.263,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.95,400.519,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.975,460.604,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.99,523.484,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.01,50.395,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.025,55.213,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.05,59.549,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.1,65.873,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.15,70.722,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.2,75.085,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.25,80.02,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.3,85.208,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.35,92.124,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.4,98.053,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.45,104.33,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.5,111.563,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.55,119.311,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.6,128.725,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.65,139.159,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.7,150.764,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.75,167.478,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.8,186.146,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.85,215.317,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.9,257.982,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.95,335.839,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.975,419.827,48,quantile,2023-01-30
2 wk ahead inc flu hosp,2023-02-11,0.99,510.395,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.01,19.147,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.025,21.27,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.05,23.261,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.1,26.462,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.15,29.073,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.2,31.628,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.25,34.775,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.3,38.429,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.35,42.069,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.4,46.172,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.45,50.859,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.5,56.045,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.55,61.991,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.6,68.703,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.65,76.771,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.7,86.494,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.75,101.38,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.8,117.122,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.85,144.392,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.9,193.338,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.95,276.046,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.975,372.136,48,quantile,2023-01-30
3 wk ahead inc flu hosp,2023-02-18,0.99,521.641,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.01,7.789,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.025,8.754,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.05,9.654,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.1,11.172,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.15,12.524,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.2,13.836,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.25,15.863,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.3,17.715,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.35,19.89,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.4,22.23,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.45,25.105,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.5,28.594,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.55,32.633,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.6,37.356,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.65,43.158,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.7,50.102,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.75,61.319,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.8,75.436,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.85,96.789,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.9,143.409,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.95,231.366,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.975,327.035,48,quantile,2023-01-30
4 wk ahead inc flu hosp,2023-02-25,0.99,543.788,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.01,133.666,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.025,143.908,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.05,153.127,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.1,165.233,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.15,173.444,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.2,179.039,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.25,187.282,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.3,194.457,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.35,202.967,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.4,210.836,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.45,217.566,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.5,225.8,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.55,234.841,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.6,244.849,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.65,254.745,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.7,264.954,48,quantile,2023-01-30
1 wk ahead inc flu hosp,2023-02-04,0.75,279.701,48,quantile,2023-01-30
