target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-11-05,0.010,798.118,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.025,829.853,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.050,851.409,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.100,877.016,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.150,893.381,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.200,906.017,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.250,918.784,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.300,929.225,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.350,940.240,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.400,950.238,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.450,960.324,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.500,969.988,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.550,978.921,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.600,988.819,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.650,1000.267,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.700,1011.933,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.750,1023.951,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.800,1036.929,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.850,1052.591,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.900,1073.100,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.950,1103.006,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.975,1132.841,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.990,1172.423,48,quantile,2022-10-31
