target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-03,0.010,2019.059,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.025,2084.022,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.050,2149.628,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.100,2204.206,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.150,2251.291,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.200,2290.242,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.250,2319.444,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.300,2354.623,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.350,2380.265,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.400,2408.385,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.450,2432.165,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.500,2460.661,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.550,2494.220,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.600,2524.666,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.650,2558.735,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.700,2597.348,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.750,2637.566,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.800,2675.511,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.850,2722.766,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.900,2784.755,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.950,2890.627,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.975,2991.098,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.990,3169.742,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.010,1568.535,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.025,1742.867,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.050,1900.871,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.100,2061.384,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.150,2190.445,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.200,2295.841,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.250,2377.964,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.300,2468.365,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.350,2559.385,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.400,2635.632,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.450,2724.292,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.500,2830.571,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.550,2934.386,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.600,3036.146,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.650,3152.353,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.700,3277.068,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.750,3409.461,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.800,3575.038,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.850,3762.508,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.900,3993.020,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.950,4516.659,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.975,4877.425,48,quantile,2022-11-28
2 wk ahead inc flu hosp,2022-12-10,0.990,5888.937,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.010,1200.298,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.025,1459.268,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.050,1651.007,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.100,1906.288,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.150,2100.638,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.200,2293.777,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.250,2441.199,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.300,2590.492,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.350,2745.184,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.400,2890.604,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.450,3049.716,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.500,3251.052,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.550,3465.614,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.600,3667.321,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.650,3881.467,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.700,4138.317,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.750,4429.149,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.800,4807.357,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.850,5212.377,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.900,5828.371,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.950,7058.037,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.975,8152.490,48,quantile,2022-11-28
3 wk ahead inc flu hosp,2022-12-17,0.990,10831.863,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.010,927.851,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.025,1219.794,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.050,1443.416,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.100,1747.666,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.150,2025.573,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.200,2276.803,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.250,2497.329,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.300,2693.077,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.350,2934.601,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.400,3160.369,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.450,3399.246,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.500,3740.292,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.550,4085.839,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.600,4432.739,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.650,4798.685,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.700,5229.797,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.750,5756.996,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.800,6450.759,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.850,7209.952,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.900,8441.325,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.950,11024.544,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.975,13774.588,48,quantile,2022-11-28
4 wk ahead inc flu hosp,2022-12-24,0.990,19944.277,48,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.010,17.613,49,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.025,18.600,49,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.050,19.382,49,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.100,20.594,49,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.150,21.397,49,quantile,2022-11-28
1 wk ahead inc flu hosp,2022-12-03,0.200,22.150,49,quantile,2022-11-28
