target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-24,0.010,1324.377,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.025,1363.816,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.050,1403.697,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.100,1446.262,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.150,1471.202,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.200,1496.346,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.250,1516.610,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.300,1540.278,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.350,1561.947,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.400,1582.188,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.450,1601.951,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.500,1623.288,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.550,1642.371,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.600,1660.914,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.650,1681.655,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.700,1704.406,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.750,1724.592,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.800,1762.336,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.850,1796.254,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.900,1835.922,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.950,1907.340,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.975,1960.352,48,quantile,2022-12-19
1 wk ahead inc flu hosp,2022-12-24,0.990,2061.644,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.010,1043.687,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.025,1145.747,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.050,1210.819,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.100,1319.781,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.150,1399.392,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.200,1473.248,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.250,1542.823,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.300,1598.023,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.350,1668.119,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.400,1732.990,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.450,1799.466,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.500,1861.603,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.550,1919.654,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.600,1991.188,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.650,2058.422,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.700,2140.173,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.750,2230.487,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.800,2338.955,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.850,2476.802,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.900,2644.673,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.950,2945.718,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.975,3248.552,48,quantile,2022-12-19
2 wk ahead inc flu hosp,2022-12-31,0.990,3622.786,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.010,793.826,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.025,933.416,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.050,1032.517,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.100,1192.678,48,quantile,2022-12-19
3 wk ahead inc flu hosp,2023-01-07,0.150,1320.736,48,quantile,2022-12-19
