forecast_date,target_end_date,location,target,quantile,value,type
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.025,0.0,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.05,3.291453796884681,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.1,9.064396899431916,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.15,12.296251974701947,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.2,14.453943724085288,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.25,16.468252768300218,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.3,18.034385610313336,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.35,19.49501905737588,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.4,20.884280361841597,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.45,22.33560147672991,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.5,23.685563521613403,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.55,24.93160186797783,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.6,26.37055211475736,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.65,27.58152364126984,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.7,29.071713070373384,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.75,30.63194676674224,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.8,32.542783747843856,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.85,34.67318367362212,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.9,37.48675032726408,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.95,42.20552995763196,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.975,46.52512751299227,quantile
2022-05-02,2022-05-07,01,1 wk ahead inc flu hosp,0.99,52.56498488345423,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.025,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.05,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.1,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.15,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.2,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.25,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.3,0.0,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.35,0.2956054941616969,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.4,0.6898911556908865,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.45,1.052776764560183,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.5,1.4281287858600016,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.55,1.7951958487796185,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.6,2.1936564578851243,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.65,2.5847892528302645,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.7,2.9897978221229136,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.75,3.412319497128223,quantile
2022-05-02,2022-05-07,02,1 wk ahead inc flu hosp,0.8,3.869740373684151,quantile
