forecast_date,location,target,target_end_date,type,quantile,value
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.01,4.205604942945527
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.025,6.380096854726322
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.05,8.064696963848654
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.1,9.841387063844307
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.15,11.193671822673057
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.2,12.627205333966593
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.25,13.8734567278806
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.3,15.049026789768732
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.35,16.03857989420474
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.4,17.08873881945211
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.45,18.377060463131098
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.5,19.491203328243365
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.55,20.625129395518638
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.6,21.710896040521963
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.65,23.0513808210438
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.7,24.535101391286645
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.75,26.481000171178586
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.8,28.249688368077173
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.85,30.287164515929287
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.9,32.87465116466593
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.95,36.92487796359301
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.975,41.84917701903563
2023-03-20,01,1 wk ahead inc flu hosp,2023-03-25,quantile,0.99,47.128015565425365
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.01,0.0
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.025,0.9319472499537044
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.05,2.379853059752072
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.1,4.170153898435741
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.15,6.687378414631869
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.2,8.903619230801384
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.25,10.40784841031792
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.3,11.960993354276772
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.35,13.995518601319414
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.4,15.438673090222848
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.45,17.24339767405184
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.5,18.866093575458933
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.55,20.97122455283192
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.6,22.607166245812486
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.65,24.391115458056646
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.7,26.5801590289841
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.75,29.270655048302828
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.8,32.69101570038757
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.85,36.33129260716758
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.9,41.30264429129412
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.95,48.77123538182639
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.975,55.4657724692105
2023-03-20,01,2 wk ahead inc flu hosp,2023-04-01,quantile,0.99,70.60157206127727
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.01,0.0
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.025,0.0
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.05,0.0
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.1,1.1723824470748385
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.15,3.402895556021488
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.2,5.636709795944751
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.25,7.463658936228399
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.3,9.101550336030218
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.35,11.223768057404056
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.4,13.419989623045913
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.45,15.228216126584627
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.5,17.349764785274104
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.55,19.342048918670297
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.6,22.324592855843868
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.65,25.059790223870202
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.7,28.370197522957852
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.75,32.885935592860584
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.8,37.21865700025721
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.85,40.46003342884721
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.9,47.41693688506109
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.95,58.48591948537234
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.975,68.65970915566957
2023-03-20,01,3 wk ahead inc flu hosp,2023-04-08,quantile,0.99,82.45923743276965
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.01,0.0
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.025,0.0
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.05,0.0
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.1,0.0
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.15,0.18334056963355871
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.2,3.027307602480406
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.25,5.0580375607463886
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.3,7.319405241855758
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.35,9.574776270582815
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.4,11.588035065759012
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.45,13.72250089217212
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.5,16.755515203545215
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.55,18.97089963598854
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.6,21.439402917686113
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.65,25.235797482152794
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.7,28.319245347789245
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.75,33.416946595394016
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.8,40.48008930346413
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.85,47.43830544886266
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.9,55.71046831201961
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.95,71.34097532582587
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.975,85.14405950736244
2023-03-20,01,4 wk ahead inc flu hosp,2023-04-15,quantile,0.99,104.3811028577753
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.01,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.025,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.05,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.1,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.15,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.2,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.25,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.3,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.35,0.0
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.4,0.10557669513989042
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.45,0.68399888550288
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.5,1.190754307690862
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.55,1.7254839505641169
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.6,2.1557065418547343
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.65,2.6043940004156965
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.7,3.112322450963851
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.75,3.8250095431081332
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.8,4.501713305207847
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.85,5.789981445586208
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.9,7.180863528849799
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.95,9.631485143505953
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.975,12.553899214813544
2023-03-20,02,1 wk ahead inc flu hosp,2023-03-25,quantile,0.99,19.065720912834628
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.01,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.025,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.05,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.1,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.15,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.2,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.25,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.3,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.35,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.4,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.45,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.5,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.55,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.6,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.65,0.0
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.7,1.5557657732093828
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.75,3.042930470495455
2023-03-20,02,2 wk ahead inc flu hosp,2023-04-01,quantile,0.8,4.388085202116228
