forecast_date,location,target,target_end_date,type,quantile,value
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.01,55.980000000000004
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.025,62.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.05,66.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.1,71.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.15,73.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.2,77.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.25,80.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.3,82.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.35,83.64999999999998
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.4,86.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.45,88.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.5,90.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.55,92.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.6,94.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.65,96.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.7,98.29999999999995
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.75,101.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.8,105.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.85,108.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.9,113.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.95,119.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.975,126.0
2022-12-19,01,1 wk ahead inc flu hosp,2022-12-24,quantile,0.99,133.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.01,16.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.025,18.975
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.05,22.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.1,26.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.15,29.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.2,31.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.25,34.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.3,36.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.35,39.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.4,40.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.45,42.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.5,44.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.55,45.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.6,47.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.65,49.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.7,51.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.75,53.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.8,56.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.85,60.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.9,65.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.95,74.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.975,80.0
2022-12-19,01,2 wk ahead inc flu hosp,2022-12-31,quantile,0.99,86.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.01,1.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.025,2.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.05,3.950000000000003
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.1,6.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.15,7.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.2,9.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.25,10.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.3,11.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.35,12.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.4,13.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.45,14.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.5,15.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.55,16.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.6,17.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.65,18.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.7,19.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.75,21.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.8,22.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.85,25.149999999999977
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.9,28.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.95,33.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.975,37.0
2022-12-19,01,3 wk ahead inc flu hosp,2023-01-07,quantile,0.99,40.0
2022-12-19,01,4 wk ahead inc flu hosp,2023-01-14,quantile,0.01,0.0
