forecast_date,location,target,target_end_date,type,quantile,value
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.01,90.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.025,97.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.05,104.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.1,113.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.15,119.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.2,124.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.25,129.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.3,132.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.35,136.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.4,140.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.45,144.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.5,148.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.55,152.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.6,156.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.65,161.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.7,165.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.75,171.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.8,176.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.85,184.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.9,192.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.95,205.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.975,218.0
2023-01-09,01,1 wk ahead inc flu hosp,2023-01-14,quantile,0.99,231.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.01,51.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.025,60.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.05,69.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.1,81.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.15,90.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.2,97.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.25,105.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.3,112.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.35,119.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.4,125.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.45,132.0
2023-01-09,01,2 wk ahead inc flu hosp,2023-01-21,quantile,0.5,140.0
