forecast_date,location,target,target_end_date,type,quantile,value
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.01,0.0
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.025,0.6752769303450618
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.05,1.345601962040473
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.1,2.435447375349829
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.15,3.285700057727302
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.2,4.0181354551910085
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.25,4.7190489679719985
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.3,5.351087851448012
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.35,6.3602639892965005
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.4,7.072500851515696
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.45,7.932678335784798
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.5,8.814195194223302
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.55,9.485915227038511
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.6,10.380641171627522
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.65,11.238968257257557
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.7,12.07235652574324
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.75,12.998701964680228
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.8,14.113200728762841
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.85,15.564726327013522
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.9,17.540230683961717
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.95,21.981405365873282
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.975,24.90089114844442
2023-03-06,01,1 wk ahead inc flu hosp,2023-03-11,quantile,0.99,28.237077172373848
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.01,0.0
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.025,0.0
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.05,0.0
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.1,0.0
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.15,0.0
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.2,0.5692864396288734
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.25,1.7125438125518702
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.3,2.5664498146814054
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.35,3.382787802731887
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.4,4.2399544189985034
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.45,5.2407918496622035
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.5,6.267026357475589
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.55,7.265471892269342
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.6,8.395025343947719
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.65,9.668315516384212
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.7,11.207656888241916
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.75,12.62354514350201
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.8,14.910307596944836
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.85,17.107774201258547
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.9,20.53337111409242
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.95,25.070322796476233
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.975,30.722242923171613
2023-03-06,01,2 wk ahead inc flu hosp,2023-03-18,quantile,0.99,38.79726597476958
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.01,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.025,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.05,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.1,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.15,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.2,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.25,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.3,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.35,0.0
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.4,1.2530407218143864
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.45,2.2235779404483127
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.5,3.418021639279065
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.55,4.392973527543281
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.6,5.669461788145881
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.65,6.684317293735127
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.7,8.200948021091564
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.75,10.122417049141937
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.8,12.673709754373983
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.85,15.503884500587905
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.9,18.85083447947592
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.95,25.934636710775347
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.975,32.01990706111253
2023-03-06,01,3 wk ahead inc flu hosp,2023-03-25,quantile,0.99,38.08686473066679
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.01,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.025,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.05,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.1,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.15,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.2,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.25,0.0
2023-03-06,01,4 wk ahead inc flu hosp,2023-04-01,quantile,0.3,0.0
