forecast_date,location,target,target_end_date,type,quantile,value
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.01,1.9900000000000002
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.025,2.4750000000000014
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.05,4.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.1,6.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.15,7.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.2,8.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.25,9.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.3,10.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.35,11.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.4,12.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.45,13.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.5,14.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.55,15.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.6,16.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.65,17.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.7,18.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.75,20.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.8,21.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.85,22.149999999999977
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.9,25.0
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.95,29.049999999999955
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.975,33.52499999999998
2023-04-24,01,1 wk ahead inc flu hosp,2023-04-29,quantile,0.99,39.00999999999999
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.01,0.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.025,0.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.05,0.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.1,1.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.15,3.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.2,4.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.25,6.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.3,7.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.35,9.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.4,11.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.45,13.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.5,14.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.55,15.450000000000045
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.6,16.399999999999977
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.65,18.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.7,20.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.75,22.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.8,26.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.85,29.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.9,32.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.95,38.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.975,43.0
2023-04-24,01,2 wk ahead inc flu hosp,2023-05-06,quantile,0.99,54.039999999999964
2023-04-24,01,3 wk ahead inc flu hosp,2023-05-13,quantile,0.01,0.0
2023-04-24,01,3 wk ahead inc flu hosp,2023-05-13,quantile,0.025,0.0
