forecast_date,location,target,target_end_date,type,quantile,value
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.01,10.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.025,13.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.05,15.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.1,18.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.15,20.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.2,21.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.25,23.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.3,24.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.35,25.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.4,27.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.45,28.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.5,29.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.55,30.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.6,32.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.65,33.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.7,35.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.75,36.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.8,38.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.85,41.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.9,44.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.95,49.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.975,53.0
2023-01-23,01,1 wk ahead inc flu hosp,2023-01-28,quantile,0.99,58.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.01,0.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.025,1.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.05,2.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.1,3.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.15,4.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.2,5.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.25,6.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.3,7.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.35,8.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.4,9.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.45,11.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.5,12.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.55,13.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.6,14.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.65,16.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.7,17.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.75,19.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.8,21.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.85,24.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.9,28.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.95,34.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.975,39.0
2023-01-23,01,2 wk ahead inc flu hosp,2023-02-04,quantile,0.99,46.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.01,0.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.025,0.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.05,0.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.1,0.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.15,0.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.2,0.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.25,1.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.3,1.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.35,2.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.4,2.6000000000001364
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.45,3.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.5,4.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.55,5.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.6,6.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.65,7.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.7,8.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.75,9.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.8,11.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.85,13.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.9,16.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.95,21.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.975,27.0
2023-01-23,01,3 wk ahead inc flu hosp,2023-02-11,quantile,0.99,34.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.01,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.025,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.05,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.1,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.15,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.2,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.25,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.3,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.35,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.4,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.45,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.5,0.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.55,1.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.6,1.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.65,2.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.7,3.0
2023-01-23,01,4 wk ahead inc flu hosp,2023-02-18,quantile,0.75,4.0
