forecast_date,location,target,target_end_date,type,quantile,value
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.01,5.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.025,7.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.05,8.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.1,10.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.15,12.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.2,13.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.25,14.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.3,15.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.35,16.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.4,17.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.45,18.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.5,19.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.55,20.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.6,22.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.65,23.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.7,24.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.75,26.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.8,27.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.85,29.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.9,32.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.95,36.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.975,40.0
2023-01-30,01,1 wk ahead inc flu hosp,2023-02-04,quantile,0.99,45.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.01,0.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.025,0.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.05,0.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.1,1.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.15,2.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.2,2.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.25,3.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.3,4.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.35,5.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.4,5.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.45,6.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.5,7.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.55,8.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.6,9.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.65,10.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.7,12.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.75,13.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.8,15.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.85,17.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.9,20.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.95,26.0
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.975,30.024999999999636
2023-01-30,01,2 wk ahead inc flu hosp,2023-02-11,quantile,0.99,36.01000000000022
2023-01-30,01,3 wk ahead inc flu hosp,2023-02-18,quantile,0.01,0.0
2023-01-30,01,3 wk ahead inc flu hosp,2023-02-18,quantile,0.025,0.0
2023-01-30,01,3 wk ahead inc flu hosp,2023-02-18,quantile,0.05,0.0
