forecast_date,location,target,target_end_date,type,quantile,value
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.01,0.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.025,1.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.05,2.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.1,3.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.15,4.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.2,4.800000000000011
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.25,5.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.3,5.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.35,6.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.4,7.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.45,7.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.5,8.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.55,9.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.6,10.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.65,11.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.7,12.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.75,13.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.8,15.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.85,16.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.9,18.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.95,19.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.975,22.0
2023-05-08,01,1 wk ahead inc flu hosp,2023-05-13,quantile,0.99,26.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.01,0.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.025,0.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.05,0.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.1,0.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.15,0.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.2,1.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.25,2.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.3,3.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.35,4.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.4,5.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.45,6.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.5,8.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.55,9.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.6,10.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.65,11.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.7,12.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.75,14.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.8,17.200000000000045
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.85,19.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.9,22.100000000000023
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.95,30.049999999999955
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.975,36.0
2023-05-08,01,2 wk ahead inc flu hosp,2023-05-20,quantile,0.99,43.00999999999999
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.01,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.025,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.05,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.1,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.15,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.2,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.25,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.3,0.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.35,1.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.4,3.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.45,4.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.5,5.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.55,7.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.6,9.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.65,11.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.7,13.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.75,15.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.8,18.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.85,22.149999999999977
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.9,28.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.95,38.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.975,44.0
2023-05-08,01,3 wk ahead inc flu hosp,2023-05-27,quantile,0.99,51.049999999999955
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.01,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.025,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.05,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.1,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.15,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.2,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.25,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.3,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.35,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.4,0.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.45,1.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.5,3.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.55,6.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.6,8.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.65,11.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.7,13.299999999999955
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.75,16.25
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.8,21.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.85,24.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.9,31.0
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.95,43.049999999999955
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.975,51.52499999999998
2023-05-08,01,4 wk ahead inc flu hosp,2023-06-03,quantile,0.99,67.01999999999998
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.01,0.0
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.025,1.0
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.05,2.0
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.1,3.0
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.15,4.0
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.2,4.800000000000011
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.25,5.0
2023-05-08,02,1 wk ahead inc flu hosp,2023-05-13,quantile,0.3,5.0
