forecast_date,location,target,target_end_date,type,quantile,value
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.01,249.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.025,257.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.05,268.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.1,287.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.15,297.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.2,306.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.25,312.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.3,320.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.35,327.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.4,334.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.45,341.55
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.5,348.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.55,355.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.6,361.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.65,367.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.7,374.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.75,380.25
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.8,388.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.85,398.15
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.9,410.1
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.95,427.0
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.975,450.025
2022-11-07,01,1 wk ahead inc flu hosp,2022-11-12,quantile,0.99,466.01
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.01,226.99
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.025,264.95
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.05,293.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.1,323.8
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.15,342.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.2,359.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.25,380.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.3,394.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.35,409.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.4,421.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.45,435.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.5,454.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.55,467.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.6,480.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.65,493.0
2022-11-07,01,2 wk ahead inc flu hosp,2022-11-19,quantile,0.7,510.29999999999995
