forecast_date,location,target,target_end_date,type,quantile,value
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.01,66.99000000000001
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.025,72.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.05,77.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.1,83.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.15,87.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.2,92.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.25,95.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.3,99.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.35,102.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.4,105.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.45,108.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.5,110.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.55,114.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.6,117.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.65,120.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.7,124.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.75,127.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.8,132.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.85,136.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.9,143.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.95,153.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.975,162.0
2022-12-26,01,1 wk ahead inc flu hosp,2022-12-31,quantile,0.99,173.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.01,22.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.025,28.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.05,34.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.1,39.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.15,44.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.2,48.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.25,52.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.3,56.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.35,60.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.4,63.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.45,67.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.5,71.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.55,75.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.6,79.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.65,84.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.7,90.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.75,95.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.8,102.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.85,109.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.9,120.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.95,136.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.975,148.0
2022-12-26,01,2 wk ahead inc flu hosp,2023-01-07,quantile,0.99,168.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.01,3.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.025,6.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.05,9.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.1,12.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.15,15.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.2,18.0
2022-12-26,01,3 wk ahead inc flu hosp,2023-01-14,quantile,0.25,20.0
