forecast_date,location,target,target_end_date,type,quantile,value
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.01,5.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.025,6.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.05,8.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.1,10.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.15,11.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.2,13.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.25,14.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.3,15.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.35,16.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.4,18.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.45,19.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.5,20.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.55,21.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.6,22.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.65,23.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.7,25.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.75,26.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.8,27.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.85,30.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.9,33.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.95,37.0
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.975,42.049999999999955
2023-05-15,01,1 wk ahead inc flu hosp,2023-05-20,quantile,0.99,44.00999999999999
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.01,0.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.025,1.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.05,2.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.1,5.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.15,8.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.2,9.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.25,11.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.3,12.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.35,14.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.4,16.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.45,17.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.5,19.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.55,20.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.6,22.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.65,25.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.7,27.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.75,29.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.8,33.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.85,37.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.9,42.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.95,49.0
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.975,56.57499999999993
2023-05-15,01,2 wk ahead inc flu hosp,2023-05-27,quantile,0.99,68.00999999999999
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.01,0.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.025,0.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.05,0.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.1,1.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.15,4.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.2,6.800000000000011
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.25,8.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.3,11.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.35,12.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.4,14.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.45,16.55000000000001
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.5,18.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.55,21.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.6,23.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.65,25.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.7,28.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.75,30.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.8,36.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.85,40.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.9,46.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.95,56.049999999999955
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.975,62.0
2023-05-15,01,3 wk ahead inc flu hosp,2023-06-03,quantile,0.99,70.04999999999995
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.01,0.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.025,0.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.05,0.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.1,0.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.15,1.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.2,3.8000000000000114
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.25,6.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.3,8.699999999999989
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.35,10.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.4,13.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.45,15.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.5,18.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.55,21.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.6,23.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.65,27.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.7,30.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.75,34.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.8,38.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.85,43.14999999999998
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.9,50.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.95,66.14999999999986
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.975,82.0
2023-05-15,01,4 wk ahead inc flu hosp,2023-06-10,quantile,0.99,96.00999999999999
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.01,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.025,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.05,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.1,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.15,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.2,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.25,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.3,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.35,0.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.4,1.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.45,1.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.5,1.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.55,2.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.6,2.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.65,2.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.7,3.0
2023-05-15,02,1 wk ahead inc flu hosp,2023-05-20,quantile,0.75,3.0
