forecast_date,location,target,target_end_date,type,quantile,value
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.01,4.99
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.025,7.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.05,9.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.1,10.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.15,12.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.2,13.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.25,15.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.3,16.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.35,17.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.4,18.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.45,19.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.5,20.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.55,21.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.6,22.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.65,24.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.7,25.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.75,26.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.8,28.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.85,30.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.9,32.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.95,37.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.975,40.0
2023-04-03,01,1 wk ahead inc flu hosp,2023-04-08,quantile,0.99,45.00999999999999
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.01,0.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.025,1.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.05,2.950000000000003
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.1,5.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.15,7.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.2,9.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.25,11.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.3,13.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.35,14.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.4,16.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.45,18.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.5,19.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.55,21.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.6,23.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.65,25.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.7,27.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.75,30.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.8,33.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.85,36.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.9,42.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.95,49.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.975,55.0
2023-04-03,01,2 wk ahead inc flu hosp,2023-04-15,quantile,0.99,63.00999999999999
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.01,0.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.025,0.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.05,0.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.1,1.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.15,4.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.2,6.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.25,8.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.3,10.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.35,12.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.4,14.0
2023-04-03,01,3 wk ahead inc flu hosp,2023-04-22,quantile,0.45,16.0
