"forecast_date","target","location","location_name","type","type_id","value"
2022-11-07,"2 wk flu hosp rate change","01","Alabama","category","large_increase",0.76395726863437
2022-11-07,"2 wk flu hosp rate change","02","Alaska","category","large_increase",0.00127812712887154
2022-11-07,"2 wk flu hosp rate change","04","Arizona","category","large_increase",0.0250690027603088
2022-11-07,"2 wk flu hosp rate change","05","Arkansas","category","large_increase",0.0826124941009174
2022-11-07,"2 wk flu hosp rate change","06","California","category","large_increase",5.3021593227065e-08
2022-11-07,"2 wk flu hosp rate change","08","Colorado","category","large_increase",0.0021370479822661
2022-11-07,"2 wk flu hosp rate change","09","Connecticut","category","large_increase",0.0439288838753481
2022-11-07,"2 wk flu hosp rate change","10","Delaware","category","large_increase",0.00074006693711659
2022-11-07,"2 wk flu hosp rate change","11","District of Columbia","category","large_increase",0.000851297448625332
2022-11-07,"2 wk flu hosp rate change","12","Florida","category","large_increase",0.00530018920795117
2022-11-07,"2 wk flu hosp rate change","13","Georgia","category","large_increase",0.0108782010280826
2022-11-07,"2 wk flu hosp rate change","15","Hawaii","category","large_increase",8.56170689900182e-12
2022-11-07,"2 wk flu hosp rate change","16","Idaho","category","large_increase",0.00663859116887433
2022-11-07,"2 wk flu hosp rate change","17","Illinois","category","large_increase",0.00132453233565633
2022-11-07,"2 wk flu hosp rate change","18","Indiana","category","large_increase",0.0468252830062099
2022-11-07,"2 wk flu hosp rate change","19","Iowa","category","large_increase",3.37566956114532e-05
2022-11-07,"2 wk flu hosp rate change","20","Kansas","category","large_increase",0.000170392367293326
2022-11-07,"2 wk flu hosp rate change","21","Kentucky","category","large_increase",0.0227275923873982
2022-11-07,"2 wk flu hosp rate change","22","Louisiana","category","large_increase",0.292163097520022
2022-11-07,"2 wk flu hosp rate change","23","Maine","category","large_increase",1.60948152096996e-05
2022-11-07,"2 wk flu hosp rate change","24","Maryland","category","large_increase",0.0547467089994299
2022-11-07,"2 wk flu hosp rate change","25","Massachusetts","category","large_increase",1.55272566593201e-06
2022-11-07,"2 wk flu hosp rate change","26","Michigan","category","large_increase",2.07785994643661e-06
2022-11-07,"2 wk flu hosp rate change","27","Minnesota","category","large_increase",0.00963553663744565
2022-11-07,"2 wk flu hosp rate change","28","Mississippi","category","large_increase",0.533025267943273
2022-11-07,"2 wk flu hosp rate change","29","Missouri","category","large_increase",0.0111965642217511
2022-11-07,"2 wk flu hosp rate change","30","Montana","category","large_increase",0.000170504199856314
2022-11-07,"2 wk flu hosp rate change","31","Nebraska","category","large_increase",0.0366318452323099
2022-11-07,"2 wk flu hosp rate change","32","Nevada","category","large_increase",0.0148632882416929
2022-11-07,"2 wk flu hosp rate change","33","New Hampshire","category","large_increase",1.9505482262705e-07
2022-11-07,"2 wk flu hosp rate change","34","New Jersey","category","large_increase",0.0932672472750369
2022-11-07,"2 wk flu hosp rate change","35","New Mexico","category","large_increase",0.125477998870734
2022-11-07,"2 wk flu hosp rate change","36","New York","category","large_increase",5.10154227306714e-07
2022-11-07,"2 wk flu hosp rate change","37","North Carolina","category","large_increase",0.0464536471303271
2022-11-07,"2 wk flu hosp rate change","38","North Dakota","category","large_increase",1.13552500735636e-11
2022-11-07,"2 wk flu hosp rate change","39","Ohio","category","large_increase",0.00860272320857314
2022-11-07,"2 wk flu hosp rate change","40","Oklahoma","category","large_increase",0.0149900609346976
2022-11-07,"2 wk flu hosp rate change","41","Oregon","category","large_increase",4.32507610563793e-05
2022-11-07,"2 wk flu hosp rate change","42","Pennsylvania","category","large_increase",0.00685100304090458
2022-11-07,"2 wk flu hosp rate change","72","Puerto Rico","category","large_increase",0.0488143220789795
2022-11-07,"2 wk flu hosp rate change","44","Rhode Island","category","large_increase",0
2022-11-07,"2 wk flu hosp rate change","45","South Carolina","category","large_increase",0.45804262170932
2022-11-07,"2 wk flu hosp rate change","46","South Dakota","category","large_increase",5.51815704241676e-10
2022-11-07,"2 wk flu hosp rate change","47","Tennessee","category","large_increase",0.101766448661936
2022-11-07,"2 wk flu hosp rate change","48","Texas","category","large_increase",0.0312911020415001
2022-11-07,"2 wk flu hosp rate change","US","US","category","large_increase",0.00547840836112523
2022-11-07,"2 wk flu hosp rate change","49","Utah","category","large_increase",2.32028840585485e-11
2022-11-07,"2 wk flu hosp rate change","50","Vermont","category","large_increase",1.22124532708767e-15
2022-11-07,"2 wk flu hosp rate change","78","Virgin Islands","category","large_increase",0
2022-11-07,"2 wk flu hosp rate change","51","Virginia","category","large_increase",0.0448243139846691
2022-11-07,"2 wk flu hosp rate change","53","Washington","category","large_increase",6.60582699651968e-14
2022-11-07,"2 wk flu hosp rate change","54","West Virginia","category","large_increase",0.182620684490737
2022-11-07,"2 wk flu hosp rate change","55","Wisconsin","category","large_increase",0.000188389589271365
2022-11-07,"2 wk flu hosp rate change","56","Wyoming","category","large_increase",1.5267646469308e-07
2022-11-07,"2 wk flu hosp rate change","01","Alabama","category","increase",0.142958129007374
2022-11-07,"2 wk flu hosp rate change","02","Alaska","category","increase",0.0280551490340676
2022-11-07,"2 wk flu hosp rate change","04","Arizona","category","increase",0.288075435584256
2022-11-07,"2 wk flu hosp rate change","05","Arkansas","category","increase",0.338221157524666
2022-11-07,"2 wk flu hosp rate change","06","California","category","increase",0.0564859581433266
2022-11-07,"2 wk flu hosp rate change","08","Colorado","category","increase",0.0368674141234583
2022-11-07,"2 wk flu hosp rate change","09","Connecticut","category","increase",0.115566149518441
2022-11-07,"2 wk flu hosp rate change","10","Delaware","category","increase",0.0452658444940225
2022-11-07,"2 wk flu hosp rate change","11","District of Columbia","category","increase",0.219543018373452
2022-11-07,"2 wk flu hosp rate change","12","Florida","category","increase",0.143238512879951
2022-11-07,"2 wk flu hosp rate change","13","Georgia","category","increase",0.12761961103412
2022-11-07,"2 wk flu hosp rate change","15","Hawaii","category","increase",0.00012021098629289
2022-11-07,"2 wk flu hosp rate change","16","Idaho","category","increase",0.0447255244051927
2022-11-07,"2 wk flu hosp rate change","17","Illinois","category","increase",0.106555724179455
2022-11-07,"2 wk flu hosp rate change","18","Indiana","category","increase",0.196917468289438
2022-11-07,"2 wk flu hosp rate change","19","Iowa","category","increase",0.0209942998592852
2022-11-07,"2 wk flu hosp rate change","20","Kansas","category","increase",0.0941217265314395
2022-11-07,"2 wk flu hosp rate change","21","Kentucky","category","increase",0.186562828832937
2022-11-07,"2 wk flu hosp rate change","22","Louisiana","category","increase",0.471468262627764
