"forecast_date","target","location","location_name","type","type_id","value"
2022-10-31,"2 wk flu hosp rate change","01","Alabama","category","large_increase",0.786640617716001
2022-10-31,"2 wk flu hosp rate change","02","Alaska","category","large_increase",0
2022-10-31,"2 wk flu hosp rate change","04","Arizona","category","large_increase",0.0129475387929289
2022-10-31,"2 wk flu hosp rate change","05","Arkansas","category","large_increase",0.063417199007497
2022-10-31,"2 wk flu hosp rate change","06","California","category","large_increase",0
2022-10-31,"2 wk flu hosp rate change","08","Colorado","category","large_increase",8.5480035846297e-05
2022-10-31,"2 wk flu hosp rate change","09","Connecticut","category","large_increase",0.228938235546691
2022-10-31,"2 wk flu hosp rate change","10","Delaware","category","large_increase",1.20848582121358e-05
2022-10-31,"2 wk flu hosp rate change","11","District of Columbia","category","large_increase",5.55111512312578e-16
2022-10-31,"2 wk flu hosp rate change","12","Florida","category","large_increase",0.00204879656561596
2022-10-31,"2 wk flu hosp rate change","13","Georgia","category","large_increase",0.000791301465195904
2022-10-31,"2 wk flu hosp rate change","15","Hawaii","category","large_increase",1.54217416614699e-10
2022-10-31,"2 wk flu hosp rate change","16","Idaho","category","large_increase",4.90357902283023e-07
2022-10-31,"2 wk flu hosp rate change","17","Illinois","category","large_increase",0.000199015155915361
2022-10-31,"2 wk flu hosp rate change","18","Indiana","category","large_increase",0.00046729036260218
2022-10-31,"2 wk flu hosp rate change","19","Iowa","category","large_increase",1.78517193594185e-06
2022-10-31,"2 wk flu hosp rate change","20","Kansas","category","large_increase",3.20419260013693e-08
2022-10-31,"2 wk flu hosp rate change","21","Kentucky","category","large_increase",0.00797640707160319
2022-10-31,"2 wk flu hosp rate change","22","Louisiana","category","large_increase",0.372378361318817
2022-10-31,"2 wk flu hosp rate change","23","Maine","category","large_increase",2.8530363627155e-09
2022-10-31,"2 wk flu hosp rate change","24","Maryland","category","large_increase",0.000892210948061911
2022-10-31,"2 wk flu hosp rate change","25","Massachusetts","category","large_increase",0.000110869062272201
2022-10-31,"2 wk flu hosp rate change","26","Michigan","category","large_increase",3.22560323318122e-06
2022-10-31,"2 wk flu hosp rate change","27","Minnesota","category","large_increase",2.89428778843526e-06
2022-10-31,"2 wk flu hosp rate change","28","Mississippi","category","large_increase",0.322600225166347
2022-10-31,"2 wk flu hosp rate change","29","Missouri","category","large_increase",8.17768681282693e-06
2022-10-31,"2 wk flu hosp rate change","30","Montana","category","large_increase",1.88442627807595e-05
2022-10-31,"2 wk flu hosp rate change","31","Nebraska","category","large_increase",1.1131429718092e-05
2022-10-31,"2 wk flu hosp rate change","32","Nevada","category","large_increase",0.00114130412354163
2022-10-31,"2 wk flu hosp rate change","33","New Hampshire","category","large_increase",0
2022-10-31,"2 wk flu hosp rate change","34","New Jersey","category","large_increase",2.28382505051972e-06
2022-10-31,"2 wk flu hosp rate change","35","New Mexico","category","large_increase",0.0182075021151402
2022-10-31,"2 wk flu hosp rate change","36","New York","category","large_increase",1.35980116056089e-12
2022-10-31,"2 wk flu hosp rate change","37","North Carolina","category","large_increase",0.118986799850823
2022-10-31,"2 wk flu hosp rate change","38","North Dakota","category","large_increase",0
2022-10-31,"2 wk flu hosp rate change","39","Ohio","category","large_increase",0.0152826941392168
2022-10-31,"2 wk flu hosp rate change","40","Oklahoma","category","large_increase",0.0288956979255237
2022-10-31,"2 wk flu hosp rate change","41","Oregon","category","large_increase",0
2022-10-31,"2 wk flu hosp rate change","42","Pennsylvania","category","large_increase",0.00709675897268569
2022-10-31,"2 wk flu hosp rate change","72","Puerto Rico","category","large_increase",0.0112978209692794
2022-10-31,"2 wk flu hosp rate change","44","Rhode Island","category","large_increase",0
2022-10-31,"2 wk flu hosp rate change","45","South Carolina","category","large_increase",0.383260886548503
2022-10-31,"2 wk flu hosp rate change","46","South Dakota","category","large_increase",1.25768565562012e-08
2022-10-31,"2 wk flu hosp rate change","47","Tennessee","category","large_increase",0.0787646689669637
2022-10-31,"2 wk flu hosp rate change","48","Texas","category","large_increase",0.00169659715812487
2022-10-31,"2 wk flu hosp rate change","US","US","category","large_increase",0.0130382233858215
