"forecast_date","target","location","type","type_id","value"
"2023-01-30","2 wk flu hosp rate change","US","category","stable",1
"2023-01-30","2 wk flu hosp rate change","US","category","increase",0
"2023-01-30","2 wk flu hosp rate change","US","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","US","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","US","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","02","category","stable",1
"2023-01-30","2 wk flu hosp rate change","02","category","increase",0
"2023-01-30","2 wk flu hosp rate change","02","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","02","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","02","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","01","category","stable",1
"2023-01-30","2 wk flu hosp rate change","01","category","increase",0
"2023-01-30","2 wk flu hosp rate change","01","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","01","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","01","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","05","category","stable",1
"2023-01-30","2 wk flu hosp rate change","05","category","increase",0
"2023-01-30","2 wk flu hosp rate change","05","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","05","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","05","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","04","category","stable",0.987097047551455
"2023-01-30","2 wk flu hosp rate change","04","category","increase",0.0129029524485451
"2023-01-30","2 wk flu hosp rate change","04","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","04","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","04","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","06","category","stable",1
"2023-01-30","2 wk flu hosp rate change","06","category","increase",0
"2023-01-30","2 wk flu hosp rate change","06","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","06","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","06","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","08","category","stable",0.955101211044554
"2023-01-30","2 wk flu hosp rate change","08","category","increase",0.0448987889554462
"2023-01-30","2 wk flu hosp rate change","08","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","08","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","08","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","09","category","stable",0.926542093546023
"2023-01-30","2 wk flu hosp rate change","09","category","increase",0.0734579064539774
"2023-01-30","2 wk flu hosp rate change","09","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","09","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","09","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","11","category","stable",0.977505554999882
"2023-01-30","2 wk flu hosp rate change","11","category","increase",0.0224944450001181
"2023-01-30","2 wk flu hosp rate change","11","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","11","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","11","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","10","category","stable",1
"2023-01-30","2 wk flu hosp rate change","10","category","increase",0
"2023-01-30","2 wk flu hosp rate change","10","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","10","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","10","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","12","category","stable",0.986589223799456
"2023-01-30","2 wk flu hosp rate change","12","category","increase",0
"2023-01-30","2 wk flu hosp rate change","12","category","decrease",0.0134107762005437
"2023-01-30","2 wk flu hosp rate change","12","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","12","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","13","category","stable",1
"2023-01-30","2 wk flu hosp rate change","13","category","increase",0
"2023-01-30","2 wk flu hosp rate change","13","category","decrease",0
"2023-01-30","2 wk flu hosp rate change","13","category","large_increase",0
"2023-01-30","2 wk flu hosp rate change","13","category","large_decrease",0
"2023-01-30","2 wk flu hosp rate change","15","category","stable",0.85
"2023-01-30","2 wk flu hosp rate change","15","category","increase",0.15
