location,forecast_date,target_end_date,target,type,quantile,value
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.01,0.0
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.025,0.6375894010066986
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.05,1.620467758178711
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.1,2.1095148801803587
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.15,2.1444329738616945
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.2,2.2644848823547363
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.25,2.5354020595550537
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.3,2.63372004032135
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.35,2.664825999736786
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.4,2.721835231781006
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.45,2.81559591293335
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.5,2.957617998123169
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.55,3.072873091697693
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.6,3.1612223625183105
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.65,3.2074337005615234
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.7,3.251999616622925
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.75,3.4100457429885864
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.8,3.48996901512146
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.85,3.48996901512146
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.9,3.48996901512146
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.95,3.5151335477828964
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.975,4.289033865928646
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.99,5.381228952407841
02,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,point,,2.957617998123169
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.01,1.3488049411773682
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.025,1.582910993695259
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.05,2.2530653715133666
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.1,3.4424407482147217
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.15,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.2,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.25,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.3,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.35,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.4,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.45,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.5,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.55,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.6,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.65,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.7,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.75,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.8,3.48996901512146
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.85,5.213014078140256
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.9,6.184170722961428
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.95,6.893884968757629
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.975,7.709536004066457
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.99,8.690273122787483
02,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,point,,3.48996901512146
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.01,0.0
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.025,0.0
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.05,0.045749580860137945
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.1,0.4021731853485108
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.15,1.0403863072395323
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.2,1.3810546398162842
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.25,1.4895933866500854
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.3,1.9891804456710815
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.35,2.1520814895629883
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.4,2.3926609039306643
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.45,2.488811874389649
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.5,2.7342320680618286
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.55,3.045658588409424
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.6,3.1166412830352783
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.65,3.2971587896347048
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.7,3.3751745223999023
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.75,3.48996901512146
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.8,3.521234750747681
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.85,3.856310224533079
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.9,4.442107295989991
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.95,5.411520957946777
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.975,6.1504332304000835
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,quantile,0.99,6.503322830200211
02,2022-01-10,2022-01_29,3 wk ahead inc flu hosp,point,,2.734231948852539
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.01,0.0
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.025,0.0
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.05,0.4583379149436951
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.1,1.2761991977691651
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.15,2.1043362617492676
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.2,2.223128080368042
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.25,2.56334125995636
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.3,2.707416534423828
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.35,2.8622382044792176
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.4,2.9389991760253906
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.45,2.977769136428833
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.5,2.999230742454529
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.55,3.146391451358795
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.6,3.1841869354248047
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.65,3.19152204990387
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.7,3.377515053749084
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.75,3.4840822219848633
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.8,3.48996901512146
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.85,3.48996901512146
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.9,3.48996901512146
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.95,3.7058750152587883
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.975,4.130477261543274
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,quantile,0.99,4.299456701278695
02,2022-01-10,2022-02_05,4 wk ahead inc flu hosp,point,,2.9992308616638184
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.01,8.745167369842529
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.025,9.682554125785828
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.05,12.322540760040283
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.1,13.46276626586914
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.15,15.78797721862793
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.2,17.608369445800783
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.25,19.23722219467163
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.3,19.904409980773927
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.35,21.62746696472168
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.4,22.31353874206543
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.45,23.23430280685425
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.5,24.9849214553833
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.55,26.34322862625122
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.6,27.033042907714844
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.65,28.069547843933105
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.7,29.695310592651367
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.75,30.76985740661621
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.8,31.803538513183597
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.85,35.40604057312011
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.9,38.53989601135254
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.95,40.5608449935913
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.975,46.838104438781734
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,quantile,0.99,49.313291778564455
01,2022-01-10,2022-01_15,1 wk ahead inc flu hosp,point,,24.984920501708984
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.01,9.235918769836426
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.025,10.242772102355957
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.05,11.12855110168457
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.1,13.005578517913818
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.15,13.823303413391113
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.2,15.141868019104004
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.25,15.756359100341797
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.3,16.63279457092285
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.35,17.298069953918457
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.4,17.926373291015626
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.45,18.460335540771485
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.5,19.41071605682373
01,2022-01-10,2022-01_22,2 wk ahead inc flu hosp,quantile,0.55,20.739947700500487
