forecast_date,target,target_end_date,location,type,quantile,value
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,point,NA,1.9934241771697998
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.010,0.0
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.025,0.0
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.050,0.0
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.100,0.24024691581726074
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.150,0.32919285297393797
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.200,0.506082057952881
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.250,0.7488299608230591
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.300,1.0169918537139893
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.350,1.2854921102523802
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.400,1.5292078495025636
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.450,1.6749327540397645
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.500,1.8172388076782227
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.550,2.006541919708252
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.600,2.170668363571167
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.650,2.390054464340211
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.700,2.6543665170669555
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.750,2.9300695061683655
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.800,3.042670392990112
2022-05-02,1 wk ahead inc flu hosp,2022-05-07,02,quantile,0.850,3.301232779026031
