forecast_date,target,target_end_date,location,type,quantile,value
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,point,NA,101.67280578613281
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.010,58.91573097229004
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.025,65.3394905090332
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.050,68.51471557617188
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.100,72.22930450439453
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.150,76.71044616699218
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.200,79.99351196289062
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.250,85.58508682250977
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.300,90.22087097167969
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.350,91.64809951782226
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.400,97.30199584960937
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.450,99.65311431884766
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.500,101.45606994628906
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.550,103.062353515625
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.600,104.86775207519531
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.650,111.48111724853516
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.700,113.94931335449219
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.750,116.15520477294922
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.800,119.32122192382813
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.850,123.41823043823241
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.900,131.13662414550782
2022-11-28,1 wk ahead inc flu hosp,2022-12-03,02,quantile,0.950,137.01052474975586
