,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
1,02,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
2,04,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999913119422891
3,05,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9983549255748041
4,06,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
5,08,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
6,09,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
7,10,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
8,11,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
9,12,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9995690264263231
10,13,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
11,15,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
12,16,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999999999979
13,17,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
14,18,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999999996221
15,19,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.991963609683942
16,20,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
17,21,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.999999999775243
18,22,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.999999999999446
19,23,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
20,24,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
21,25,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9978253131754771
22,26,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999999149449
23,27,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
24,28,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
25,29,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.999999999999999
26,30,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
27,31,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9857812904134391
28,32,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
29,33,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999999999091
30,34,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
31,35,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999876406039
32,36,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
33,37,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
34,38,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999999487191
35,39,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
36,40,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.999987334972504
37,41,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
38,42,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
39,44,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
40,45,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
41,46,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
42,47,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
43,48,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.999999999998322
44,49,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
45,50,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
46,51,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
47,53,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999972398805842
48,54,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.999999999427173
49,55,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999852012283571
50,56,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,1.0
51,US,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,stable,0.9999999992951519
52,01,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
53,02,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
54,04,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,1.5638712547172398e-11
55,05,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.00054945259951733
56,06,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
57,08,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
58,09,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
59,10,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
60,11,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
61,12,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,3.01212089018899e-05
62,13,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
63,15,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
64,16,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,1.77635683940025e-15
65,17,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
66,18,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
67,19,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.00801767583550639
68,20,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
69,21,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,1.95214844289637e-10
70,22,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
71,23,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
72,24,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
73,25,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.00212382097968633
74,26,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
75,27,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
76,28,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
77,29,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
78,30,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
79,31,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0142184640785479
80,32,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
81,33,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
82,34,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
83,35,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,4.2299497238218496e-14
84,36,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
85,37,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
86,38,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,2.60902410786912e-14
87,39,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
88,40,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,9.34951205733281e-06
89,41,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
90,42,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
91,44,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
92,45,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
93,46,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
94,47,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
95,48,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
96,49,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
97,50,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
98,51,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
99,53,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,1.64131706004156e-08
100,54,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,4.5279946458975897e-10
101,55,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,1.47549286473314e-05
102,56,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
103,US,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,increase,0.0
104,01,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
105,02,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,7.510727062537068e-154
106,04,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,8.68804207193978e-06
107,05,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.00109562152221121
108,06,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.4366251719121798e-89
109,08,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.2448290404574502e-17
110,09,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,3.0928116035002503e-49
111,10,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,9.571264824478979e-64
112,11,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
113,12,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.000400852363765925
114,13,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,3.5455915163588285e-256
115,15,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,5.025456084399679e-51
116,16,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.83083425754053e-16
117,17,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,4.6001143734978885e-67
118,18,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,3.78386283804065e-13
119,19,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.87074894740693e-05
120,20,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.1195128424547792e-282
121,21,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.95421687351787e-11
122,22,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,5.541498364363559e-13
123,23,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,6.902837875350578e-107
124,24,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,5.345740403225861e-48
125,25,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,5.086561431447771e-05
126,26,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,8.505538199134721e-11
127,27,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.1592818294448596e-106
128,28,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.6465789588063495e-65
129,29,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.0733513674287e-15
130,30,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.6906527369378998e-172
131,31,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.42250752683779e-07
132,32,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.71774857396819e-24
133,33,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,9.09125252560792e-14
134,34,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,6.622114959658649e-77
135,35,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.2359353870741398e-08
136,36,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,4.2165730493725705e-23
137,37,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
138,38,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,5.1254973555929794e-11
139,39,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.06841956731245e-38
140,40,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,3.31551543902145e-06
141,41,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,7.989171085223245e-230
142,42,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.5974090624890602e-16
143,44,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
144,45,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.4668460765227698e-39
145,46,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,3.11503061971875e-41
146,47,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.8190230741321695e-62
147,48,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.6776443072753901e-12
148,49,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
149,50,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
150,51,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,8.154482514079429e-106
151,53,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,2.74370624505628e-06
152,54,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,1.2002773277831001e-10
153,55,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,4.38429954871623e-08
154,56,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,0.0
155,US,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,decrease,7.048481052915951e-10
156,01,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
157,02,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
158,04,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
159,05,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,6.49230669225176e-11
160,06,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
161,08,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
162,09,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
163,10,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
164,11,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
165,12,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,7.105427357601e-15
166,13,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
167,15,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
168,16,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
169,17,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
170,18,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
171,19,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,6.99100355383564e-09
172,20,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
173,21,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
174,22,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
175,23,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
176,24,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
177,25,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,2.3032797891176004e-10
178,26,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
179,27,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
180,28,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
181,29,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
182,30,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
183,31,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,3.2572607944203498e-09
184,32,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
185,33,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
186,34,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
187,35,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
188,36,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
189,37,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
190,38,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
191,39,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
192,40,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
193,41,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
194,42,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
195,44,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
196,45,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
197,46,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
198,47,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
199,48,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
200,49,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
201,50,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
202,51,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
203,53,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
204,54,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
205,55,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
206,56,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
207,US,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_increase,0.0
208,01,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
209,02,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
210,04,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,7.99537527426339e-23
211,05,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,2.38544558934182e-10
212,06,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
213,08,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,2.2844112559255795e-71
214,09,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,4.8629745293462874e-262
215,10,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,3.5106087620659185e-210
216,11,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
217,12,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.0017648888725099e-12
218,13,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
219,15,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,3.517741811241408e-254
220,16,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.8009924983597997e-58
221,17,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.386293043836909e-267
222,18,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,6.447160026766739e-57
223,19,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,7.43094764315266e-14
224,20,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
225,21,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.20644690564837e-38
226,22,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.8014667317417e-61
227,23,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
228,24,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,5.574888686281717e-249
229,25,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.9466731465867302e-13
230,26,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,5.650181785850459e-44
231,27,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
232,28,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
233,29,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,2.1918311630161797e-72
234,30,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
235,31,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,2.7108645275257297e-18
236,32,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.5628785574616696e-111
237,33,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.9653100570205497e-64
238,34,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
239,35,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,5.6567513980694096e-34
240,36,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,9.301752212746088e-107
241,37,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
242,38,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.3842736907332198e-41
243,39,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.9253681884819494e-162
244,40,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,2.84968959400711e-19
245,41,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
246,42,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,5.20494279994232e-83
247,44,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
248,45,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,7.971407783369107e-194
249,46,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.2709035732352195e-157
250,47,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
251,48,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.0422230435173199e-70
252,49,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
253,50,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
254,51,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
255,53,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,4.82049817700558e-22
256,54,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.6976378721184198e-36
257,55,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,2.3837458367783196e-24
258,56,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,0.0
259,US,2023-02-25,2023-02-13,2 wk flu hosp rate change,category,large_decrease,1.2563568576662098e-43
