,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_decrease,4.47631575550769e-06
1,01,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,decrease,0.0810718333520385
2,01,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,stable,0.918921238188117
3,01,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,increase,2.45214407564551e-06
4,01,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_increase,1.3544720941926301e-14
5,02,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_decrease,0.0
6,02,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,decrease,0.00262387331172758
7,02,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,stable,0.980220646696662
8,02,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,increase,0.0171530377513865
9,02,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_increase,2.44224022351763e-06
10,04,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_decrease,0.0193551296862296
11,04,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,decrease,0.0354166584780744
12,04,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,stable,0.195465815814626
13,04,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,increase,0.166048402922873
14,04,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_increase,0.583713993098197
15,05,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_decrease,0.15319545080463298
16,05,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,decrease,0.39803158457568
17,05,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,stable,0.43957574704047503
18,05,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,increase,0.008972432945235271
19,05,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_increase,0.00022478463397666298
20,06,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_decrease,0.000212096550522968
21,06,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,decrease,0.0316411104645747
22,06,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,stable,0.8566824617550841
23,06,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,increase,0.108559731212224
24,06,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_increase,0.00290460001759478
25,08,2023-01-21,2023-01-09,2 wk flu hosp rate change,category,large_decrease,0.078728480935735
