,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_decrease,0.009085125812953159
1,01,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,decrease,0.0418969890891239
2,01,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,stable,0.319644340228988
3,01,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,increase,0.2578009355398
4,01,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_increase,0.371572609329136
5,02,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_decrease,0.0005665703606668469
6,02,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,decrease,0.0231715093169486
7,02,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,stable,0.6715253011925619
8,02,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,increase,0.265259554839478
9,02,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_increase,0.0394770642903439
10,04,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_decrease,0.621995831964868
11,04,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,decrease,0.20764103005927698
12,04,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,stable,0.15770682432296698
13,04,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,increase,0.0106584773500494
14,04,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_increase,0.00199783630283836
15,05,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_decrease,0.0870279350065445
16,05,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,decrease,0.0801569259441055
17,05,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,stable,0.252212146967645
18,05,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,increase,0.155993418490135
19,05,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_increase,0.42460957359157003
20,06,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,large_decrease,0.114481551505266
21,06,2022-12-31,2022-12-19,2 wk flu hosp rate change,category,decrease,0.139958839220698
