,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.1656122384
1,02,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9992281118999999
2,04,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
3,05,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9630930536
4,06,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9941184209
5,08,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
6,09,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.994062977
7,10,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9999679906000001
8,11,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9759678759999999
9,12,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9777902014000001
10,13,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9989231947
11,15,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
12,16,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
13,17,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9999999985
14,18,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9988992434
15,19,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
16,20,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9994604908
17,21,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9999031056000001
18,22,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9917155954000001
19,23,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.043011235999999994
20,24,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9904034837000001
21,25,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
22,26,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
23,27,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9999999512000001
24,28,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.7755855859999999
25,29,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
26,30,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
27,31,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9999999989
28,32,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
29,33,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
30,34,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.99995706
31,35,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.6055176082
32,36,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9997127199
33,37,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9372969675
34,38,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
35,39,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
36,40,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.1749086943
37,41,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
38,42,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9999999982
39,44,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
40,45,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.8945445749
41,46,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,1.0
42,47,2022-11-12,2022-10-31,2 wk flu hosp rate change,category,stable,0.9781050565999999
