,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
1,01,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,decrease,0.0
2,01,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,stable,1.0
3,01,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,increase,0.0
4,01,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_increase,0.0
5,02,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
6,02,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,decrease,0.0
7,02,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,stable,1.0
8,02,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,increase,0.0
9,02,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_increase,0.0
10,04,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
11,04,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,decrease,0.0
12,04,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,stable,1.0
13,04,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,increase,0.0
14,04,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_increase,0.0
15,05,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
16,05,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,decrease,5.57915068768113e-07
17,05,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,stable,0.998906008747008
18,05,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,increase,0.00109343333742809
19,05,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_increase,4.95603655435601e-13
20,06,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
21,06,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,decrease,0.0
22,06,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,stable,1.0
23,06,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,increase,0.0
24,06,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_increase,0.0
25,08,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
26,08,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,decrease,0.0
27,08,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,stable,1.0
28,08,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,increase,0.0
29,08,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_increase,0.0
30,09,2023-03-11,2023-02-27,2 wk flu hosp rate change,category,large_decrease,0.0
