,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
1,02,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
2,04,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.9999999988819079
3,05,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.999986993313171
4,06,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
5,08,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
6,09,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
7,10,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
8,11,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
9,12,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.999855679184511
10,13,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
11,15,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
12,16,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.9999999999999781
13,17,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
14,18,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.999999999999987
15,19,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.9999999999960341
16,20,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
17,21,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
18,22,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
19,23,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
20,24,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
21,25,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
22,26,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.999895559903183
23,27,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
24,28,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
25,29,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
26,30,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
27,31,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.9999999940597271
28,32,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.991761284071472
29,33,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.9999999999998729
30,34,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.99999999987826
31,35,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
32,36,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
33,37,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
34,38,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
35,39,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
36,40,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.999906568897672
37,41,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,1.0
38,42,2023-03-04,2023-02-20,2 wk flu hosp rate change,category,stable,0.9999758891782479
