,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
1,02,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
2,04,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,0.9998912848999999
3,05,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
4,06,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
5,08,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
6,09,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
7,10,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
8,11,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
9,12,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
10,13,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
11,15,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
12,16,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
13,17,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
14,18,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
15,19,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
16,20,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
17,21,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
18,22,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
19,23,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
20,24,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
21,25,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
22,26,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
23,27,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
24,28,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
25,29,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
26,30,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
27,31,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
28,32,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
29,33,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
30,34,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
31,35,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
32,36,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
33,37,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
34,38,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
35,39,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
36,40,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
37,41,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
38,42,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
39,44,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
40,45,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
41,46,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,0.999999875
42,47,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
43,48,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
44,49,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
45,50,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
46,51,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
47,53,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
48,54,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
49,55,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
50,56,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
51,US,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,stable,1.0
52,01,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
53,02,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
54,04,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
55,05,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
56,06,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
57,08,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
58,09,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
59,10,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
60,11,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
61,12,2023-04-29,2023-04-17,2 wk flu hosp rate change,category,increase,0.0
