,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
1,02,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
2,04,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
3,05,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
4,06,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
5,08,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
6,09,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
7,10,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
8,11,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
9,12,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,0.999999999999997
10,13,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
11,15,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
12,16,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
13,17,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
14,18,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
15,19,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
16,20,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
17,21,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,0.999999999994085
18,22,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
19,23,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
20,24,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
21,25,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
22,26,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
23,27,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
24,28,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
25,29,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
26,30,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
27,31,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
28,32,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
29,33,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
30,34,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
31,35,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
32,36,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
33,37,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
34,38,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
35,39,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
36,40,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
37,41,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
38,42,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,0.9999999999999921
39,44,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
40,45,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
41,46,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
42,47,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
43,48,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
44,49,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
45,50,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
46,51,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
47,53,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
48,54,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
49,55,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
50,56,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
51,US,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,stable,1.0
52,01,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
53,02,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
54,04,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
55,05,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
56,06,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
57,08,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
58,09,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
59,10,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
60,11,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
61,12,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
62,13,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
63,15,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
64,16,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
65,17,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
66,18,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
67,19,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
68,20,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
69,21,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,2.4513724383723497e-13
70,22,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
71,23,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,1.11022302462516e-16
72,24,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
73,25,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
74,26,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
75,27,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
76,28,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
77,29,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
78,30,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
79,31,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
80,32,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
81,33,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
82,34,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
83,35,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
84,36,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
85,37,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
86,38,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
87,39,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
88,40,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
89,41,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
90,42,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
91,44,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
92,45,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
93,46,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
94,47,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
95,48,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
96,49,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
97,50,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
98,51,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
99,53,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
100,54,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
101,55,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
102,56,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
103,US,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,increase,0.0
104,01,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
105,02,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
106,04,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,6.1197750383481004e-33
107,05,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,9.10747080068924e-46
108,06,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
109,08,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,2.0009169945636395e-53
110,09,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,6.487197144450919e-40
111,10,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
112,11,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
113,12,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,3.1770567979228896e-15
114,13,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
115,15,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
116,16,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,3.3073143748361093e-149
117,17,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
118,18,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,5.426102265655207e-212
119,19,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,2.451856421413549e-140
120,20,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,2.3548901232964496e-50
121,21,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,5.6695293511551904e-12
122,22,2023-04-01,2023-03-20,2 wk flu hosp rate change,category,decrease,0.0
