,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
1,01,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
2,01,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
3,01,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
4,01,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
5,02,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
6,02,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
7,02,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
8,02,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
9,02,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
10,04,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
11,04,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
12,04,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
13,04,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
14,04,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
15,05,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
16,05,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
17,05,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
18,05,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
19,05,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
20,06,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
21,06,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
22,06,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
23,06,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
24,06,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
25,08,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
26,08,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
27,08,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
28,08,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
29,08,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
30,09,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
31,09,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
32,09,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
33,09,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
34,09,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
35,10,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
36,10,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
37,10,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
38,10,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
39,10,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
40,11,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
41,11,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
42,11,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
43,11,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
44,11,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
45,12,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
46,12,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
47,12,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
48,12,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
49,12,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
50,13,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
51,13,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
52,13,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
53,13,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
54,13,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
55,15,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
56,15,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
57,15,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
58,15,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
59,15,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
60,16,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
61,16,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
62,16,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
63,16,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
64,16,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
65,17,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
66,17,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
67,17,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
68,17,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
69,17,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
70,18,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
71,18,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
72,18,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
73,18,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
74,18,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
75,19,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
76,19,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
77,19,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
78,19,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
79,19,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
80,20,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
81,20,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
82,20,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
83,20,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
84,20,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
85,21,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
86,21,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
87,21,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
88,21,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
89,21,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
90,22,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
91,22,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
92,22,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,stable,1
93,22,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,increase,0
94,22,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_increase,0
95,23,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,large_decrease,0
96,23,2023-05-20,2023-05-08,2 wk flu hosp rate change,category,decrease,0
