,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.008866285814255791
1,01,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0370934725524057
2,01,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.320720970733598
3,01,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.268324631727092
4,01,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.36499463917264796
5,02,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,2.3556368184470696e-66
6,02,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,1.5634266820896799e-38
7,02,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,4.2807950672181e-06
8,02,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.41607448380274603
9,02,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.583921235402187
10,04,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,4.72822800441851e-11
11,04,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,1.52787681755464e-08
12,04,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.000125002722222647
13,04,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.00309493707311395
14,04,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.9967800448786129
15,05,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,1.28836631949482e-13
16,05,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,1.90070659458598e-11
17,05,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,7.703027186693769e-08
18,05,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,2.69112625788713e-06
19,05,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.9999972318243341
20,06,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.0241802916542317
21,06,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0291630180573689
22,06,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.132461240123178
23,06,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.111324279960364
24,06,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.7028711702048579
25,08,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,3.898580525204099e-169
26,08,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,9.709684205426079e-92
27,08,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,2.55913721303782e-08
28,08,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.9755313047571729
29,08,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.0244686696514553
30,09,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,1.59223797067395e-16
31,09,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,6.556858664380999e-15
32,09,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,6.31367597244752e-12
33,09,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,1.34816784027041e-10
34,09,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.9999999998588629
35,10,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.00266046312995456
36,10,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0289114489216713
37,10,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.46798986393777003
38,10,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.323586299148645
39,10,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.17685192486196
40,11,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.116848133858223
41,11,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.19761250572636702
42,11,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.418864446512115
43,11,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.13882267089406197
44,11,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.127852243009233
45,12,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,2.6847008059448395e-32
46,12,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,1.3632006463033899e-18
47,12,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.0043888016755334
48,12,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.6621035952400429
49,12,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.333507603084424
50,13,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.0170753259013851
51,13,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.20381375300525098
52,13,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.7262852920270909
53,13,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.0502915815555014
54,13,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.00253404751077087
55,15,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.0
56,15,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0
57,15,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.9928858798461742
58,15,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.0071140116087897295
59,15,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,1.08545036693847e-07
60,16,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.9732498424444529
61,16,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0206060081262871
62,16,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.00601248748256964
63,16,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.000119520535201984
64,16,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,1.21414114885414e-05
65,17,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.0055446897072700795
66,17,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0124195588895366
67,17,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.0958576517645568
68,17,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.10851725211304199
69,17,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.777660847525595
70,18,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,2.60535022525653e-22
71,18,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,1.6563861915195598e-19
72,18,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,1.66517325303771e-14
73,18,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,2.61340162292608e-12
74,18,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.99999999999737
75,19,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.73994697119208
76,19,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.17810651927871898
77,19,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.0800102200875981
78,19,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.00179793768372528
79,19,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.000138351757878294
80,20,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.506765191142076
81,20,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.17342549036767402
82,20,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.22979265940880203
83,20,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.0534417029959015
84,20,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.0365749560855466
85,21,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,4.7889103323842296e-17
86,21,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,4.9096691794978294e-15
87,21,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,2.03859119708073e-11
88,21,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,7.911101099532441e-10
89,21,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.999999999188499
90,22,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,1.28380563123443e-05
91,22,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.005181149822521771
92,22,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.761996811154072
93,22,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.22405277473696802
94,22,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.00875642623012518
95,23,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.000355092742380289
96,23,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0037348176169891604
97,23,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.11843930643620099
98,23,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.214211046704133
99,23,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.663259736500297
100,24,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,1.30578579411206e-21
101,24,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,6.808944156122941e-12
102,24,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.10706503572836
103,24,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.8225610293886719
104,24,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.0703739348761597
105,25,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.0594350105016143
106,25,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.0756902885516193
107,25,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.28975565981143103
108,25,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,0.18036690028151
109,25,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.394752140853826
110,26,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,9.270509305040479e-38
111,26,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,2.72147325462273e-26
112,26,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,9.58439667824476e-10
113,26,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,8.571877394306791e-05
114,26,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.9999142802676171
115,27,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,4.617983576606909e-125
116,27,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,1.2696332628373396e-86
117,27,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,3.2640333411527298e-31
118,27,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,increase,3.3153562496936596e-14
119,27,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_increase,0.999999999999967
120,28,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,large_decrease,0.327823484677951
121,28,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,decrease,0.08274873872049901
122,28,2022-12-17,2022-12-05,2 wk flu hosp rate change,category,stable,0.16490219016853902
