,location,target_end_date,forecast_date,target,type,type_id,value
0,01,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0258641162787613
1,01,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.141476992354479
2,01,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.663663449378833
3,01,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.142732919788231
4,01,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0262625221996954
5,02,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0
6,02,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.0
7,02,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.999998950051057
8,02,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,1.04994894296571e-06
9,02,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0
10,04,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,5.73709505129785e-16
11,04,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,4.8624223623774293e-08
12,04,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.49701647211968
13,04,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.49901427245584706
14,04,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.00396920680024904
15,05,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,2.04964157043476e-24
16,05,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,1.55036507155181e-19
17,05,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,9.605730276929721e-12
18,05,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,1.44587395670438e-08
19,05,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.9999999855316551
20,06,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.000206576621878276
21,06,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.0115870262655023
22,06,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.554839321055497
23,06,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.35050210524428493
24,06,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0828649708128369
25,08,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0
26,08,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,7.939179931608909e-27
27,08,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,1.0
28,08,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.0
29,08,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0
30,09,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0
31,09,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,2.0679354606053598e-54
32,09,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.196633473849472
33,09,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.803366526099471
34,09,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,5.10572695233691e-11
35,10,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0
36,10,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.0
37,10,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.9759208269419358
38,10,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.0240771957018377
39,10,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,1.9773562264660597e-06
40,11,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.000444368405886266
41,11,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.0272145037668355
42,11,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.7031877627858231
43,11,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.23904303485595302
44,11,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0301103301855026
45,12,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,2.29376609966535e-05
46,12,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.00520043866217852
47,12,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.6372802296321249
48,12,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.32371355966487
49,12,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0337828343798297
50,13,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,6.07684789850688e-72
51,13,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,1.2466709219144999e-26
52,13,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.9999603770360541
53,13,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,3.96229639462176e-05
54,13,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0
55,15,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0
56,15,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,4.30984982294622e-06
57,15,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.9582769223292621
58,15,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,0.0417180462952788
59,15,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,7.215256362356179e-07
60,16,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_decrease,0.0
61,16,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,decrease,0.0
62,16,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,stable,0.999999999999102
63,16,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,increase,8.98174351607927e-13
64,16,2022-11-26,2022-11-14,2 wk flu hosp rate change,category,large_increase,0.0
