location,forecast_date,target_end_date,target,type,quantile,value
01,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,22.504504287113857
01,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,22.238526236366926
01,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,21.075197087240422
01,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,20.30650777560148
02,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,1.5772939004552309
02,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,1.537114508060171
02,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,1.6203046333852011
02,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,1.543054216653406
04,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,147.60368746170562
04,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,146.55753748110408
04,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,145.5689680487011
04,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,144.54779777660792
05,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,86.90777878381202
05,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,86.50707328835995
05,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,86.15589208168635
05,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,85.69163585055381
06,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,67.70573088363925
06,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,67.03958221184112
06,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,66.3815273021779
06,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,65.73145275503754
08,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,99.58780658189023
08,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,96.69222243318391
08,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,93.89859602557186
08,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,91.20282882923635
09,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,25.840867397187857
09,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,24.81094920167941
09,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,23.905143230576435
09,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,23.06747284669631
10,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,3.264114063609396
10,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,2.9634184043916187
10,2022-03-28,2022-04-16,3 wk ahead inc flu hosp,point,,2.7994661741349174
10,2022-03-28,2022-04-23,4 wk ahead inc flu hosp,point,,2.7036481502194483
11,2022-03-28,2022-04-02,1 wk ahead inc flu hosp,point,,2.3165912866902985
11,2022-03-28,2022-04-09,2 wk ahead inc flu hosp,point,,2.212651937328805
