location,forecast_date,target_end_date,target,type,quantile,value
01,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,18.511189308166504
01,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,19.14467374801636
01,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,20.310465545654296
01,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,19.224650802612306
02,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,3.548605695144432
02,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,2.593917590858865
02,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,2.702009115686785
02,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,2.537174435575265
04,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,50.62252888446248
04,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,50.92052223669491
04,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,65.56706837167492
04,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,48.52142853537861
05,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,14.765849541603535
05,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,10.216177160392398
05,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,13.27845092707517
05,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,13.283976886258964
06,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,50.5899853096741
06,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,50.094993986448976
06,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,52.88790564701239
06,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,47.12416406112907
08,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,7.772937867322764
08,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,10.882462786738891
08,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,10.031661519899052
08,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,9.379418883606027
09,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,11.151251847621289
09,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,11.116512270949103
09,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,9.016754908756734
09,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,8.978911851277614
10,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,1.6320519632865158
10,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,1.2996043181787031
10,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,1.5511152468991585
10,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,1.6706970573282158
11,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,1.9087889856810167
11,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,1.1230381784361725
11,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,1.3541504571095833
11,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,0.8947818113304952
12,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,180.90366051181354
12,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,173.11071382529025
12,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,176.28376409000438
12,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,177.6458460849451
13,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,42.484688714260784
13,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,46.63403267124665
13,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,45.89995111408932
13,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,43.93208397276642
15,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,1.9335112590763248
15,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,1.8939579805289308
15,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,1.5423030313311623
15,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,1.2866307994103656
16,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,4.675205750291048
16,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,4.8837907426738365
16,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,4.615169278072722
16,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,5.232273126689479
17,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,10.897430196829626
17,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,8.827039629116369
17,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,12.785121866983305
17,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,11.18126334332133
18,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,35.87297585280424
18,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,32.74333518042304
18,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,35.298018461694724
18,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,35.52078617706853
19,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,6.387511805553857
19,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,5.504595307936075
19,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,5.0429027330821645
19,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,5.175231319593203
20,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,6.347512892700178
20,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,6.0537336810244335
20,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,6.7538592166154015
20,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,6.581262221424671
21,2023-03-20,2023-03-25,1 wk ahead inc flu hosp,point,,21.76522256380236
21,2023-03-20,2023-04-01,2 wk ahead inc flu hosp,point,,25.59884179332686
21,2023-03-20,2023-04-08,3 wk ahead inc flu hosp,point,,28.96520086556736
21,2023-03-20,2023-04-15,4 wk ahead inc flu hosp,point,,30.211914726014648
