"forecast_date","target","location","type","type_id","value"
"2023-02-06","2 wk flu hosp rate change","01","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","01","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","01","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","01","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","01","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","02","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","02","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","02","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","02","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","02","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","04","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","04","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","04","category","stable",0.8748351892781051
"2023-02-06","2 wk flu hosp rate change","04","category","increase",0.04726949081668161
"2023-02-06","2 wk flu hosp rate change","04","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","05","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","05","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","05","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","05","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","05","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","08","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","08","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","08","category","stable",0.8802797315724868
"2023-02-06","2 wk flu hosp rate change","08","category","increase",0.0418249485222999
"2023-02-06","2 wk flu hosp rate change","08","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","09","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","09","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","09","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","09","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","09","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","10","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","10","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","10","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","10","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","10","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","11","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","11","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","11","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","11","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","11","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","12","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","12","category","decrease",0.17234774691860819
"2023-02-06","2 wk flu hosp rate change","12","category","stable",0.7307122581195412
"2023-02-06","2 wk flu hosp rate change","12","category","increase",0.04500978169170839
"2023-02-06","2 wk flu hosp rate change","12","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","13","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","13","category","decrease",0.0841355387795985
"2023-02-06","2 wk flu hosp rate change","13","category","stable",0.820928224537492
"2023-02-06","2 wk flu hosp rate change","13","category","increase",0.04300602341276726
"2023-02-06","2 wk flu hosp rate change","13","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","15","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","15","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","15","category","stable",0.8961395734597156
"2023-02-06","2 wk flu hosp rate change","15","category","increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","15","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","17","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","17","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","17","category","stable",0.8812688978638185
"2023-02-06","2 wk flu hosp rate change","17","category","increase",0.04083578223096823
"2023-02-06","2 wk flu hosp rate change","17","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","19","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","19","category","decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","19","category","stable",0.8825950150799386
"2023-02-06","2 wk flu hosp rate change","19","category","increase",0.03950966501484811
"2023-02-06","2 wk flu hosp rate change","19","category","large_increase",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","20","category","large_decrease",0.025965106635071095
"2023-02-06","2 wk flu hosp rate change","20","category","decrease",0.025965106635071095
