"forecast_date","target","location","type","type_id","value"
"2022-11-14","2 wk flu hosp rate change","02","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","02","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","02","category","stable",0.8600989365061644
"2022-11-14","2 wk flu hosp rate change","02","category","increase",0.05328228879027816
"2022-11-14","2 wk flu hosp rate change","02","category","large_increase",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","04","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","04","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","04","category","stable",0.20528923974979357
"2022-11-14","2 wk flu hosp rate change","04","category","increase",0.3016106189466159
"2022-11-14","2 wk flu hosp rate change","04","category","large_increase",0.4353542915012189
"2022-11-14","2 wk flu hosp rate change","05","category","large_decrease",0.03745684801714682
"2022-11-14","2 wk flu hosp rate change","05","category","decrease",0.038401657248265116
"2022-11-14","2 wk flu hosp rate change","05","category","stable",0.12014953995460151
"2022-11-14","2 wk flu hosp rate change","05","category","increase",0.06793109798052885
"2022-11-14","2 wk flu hosp rate change","05","category","large_increase",0.7360608567994577
"2022-11-14","2 wk flu hosp rate change","06","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","06","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","06","category","stable",0.22197600422212616
"2022-11-14","2 wk flu hosp rate change","06","category","increase",0.305882957223571
"2022-11-14","2 wk flu hosp rate change","06","category","large_increase",0.4143951887519312
"2022-11-14","2 wk flu hosp rate change","08","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","08","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","08","category","stable",0.5501726431495035
"2022-11-14","2 wk flu hosp rate change","08","category","increase",0.29878286080992134
"2022-11-14","2 wk flu hosp rate change","08","category","large_increase",0.09329864623820354
"2022-11-14","2 wk flu hosp rate change","09","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","09","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","09","category","stable",0.3367350358401175
"2022-11-14","2 wk flu hosp rate change","09","category","increase",0.31748204135574604
"2022-11-14","2 wk flu hosp rate change","09","category","large_increase",0.28803707300176484
"2022-11-14","2 wk flu hosp rate change","10","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","10","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","10","category","stable",0.5584923313673295
"2022-11-14","2 wk flu hosp rate change","10","category","increase",0.32151918361400744
"2022-11-14","2 wk flu hosp rate change","10","category","large_increase",0.06224263521629149
"2022-11-14","2 wk flu hosp rate change","11","category","large_decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","11","category","decrease",0.02887292490118577
"2022-11-14","2 wk flu hosp rate change","11","category","stable",0.22213329301802837
"2022-11-14","2 wk flu hosp rate change","11","category","increase",0.34931013237720693
