"forecast_date","target","location","type","type_id","value"
"2023-04-17","2 wk flu hosp rate change","01","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","01","category","decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","01","category","stable",0.8827236817997722
"2023-04-17","2 wk flu hosp rate change","01","category","increase",0.04534672301423217
"2023-04-17","2 wk flu hosp rate change","01","category","large_increase",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","02","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","02","category","decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","02","category","stable",0.9040938730853392
"2023-04-17","2 wk flu hosp rate change","02","category","increase",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","02","category","large_increase",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","04","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","04","category","decrease",0.10638384197138384
"2023-04-17","2 wk flu hosp rate change","04","category","stable",0.7646456416168168
"2023-04-17","2 wk flu hosp rate change","04","category","increase",0.06373500109087558
"2023-04-17","2 wk flu hosp rate change","04","category","large_increase",0.041258983592258575
"2023-04-17","2 wk flu hosp rate change","05","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","05","category","decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","05","category","stable",0.8782228725589584
"2023-04-17","2 wk flu hosp rate change","05","category","increase",0.04984753225504601
"2023-04-17","2 wk flu hosp rate change","05","category","large_increase",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","06","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","06","category","decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","06","category","stable",0.8869721051802829
"2023-04-17","2 wk flu hosp rate change","06","category","increase",0.041098299633721525
"2023-04-17","2 wk flu hosp rate change","06","category","large_increase",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","08","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","08","category","decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","08","category","stable",0.8834132503418635
"2023-04-17","2 wk flu hosp rate change","08","category","increase",0.04465715447214097
"2023-04-17","2 wk flu hosp rate change","08","category","large_increase",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","09","category","large_decrease",0.023976531728665214
"2023-04-17","2 wk flu hosp rate change","09","category","decrease",0.023976531728665214
