"forecast_date","target","location","type","type_id","value"
"2023-02-27","2 wk flu hosp rate change","01","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","01","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","01","category","stable",0.8854472742860999
"2023-02-27","2 wk flu hosp rate change","01","category","increase",0.03854850606072088
"2023-02-27","2 wk flu hosp rate change","01","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","02","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","02","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","02","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","02","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","02","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","04","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","04","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","04","category","stable",0.8790661713108068
"2023-02-27","2 wk flu hosp rate change","04","category","increase",0.044929609036014104
"2023-02-27","2 wk flu hosp rate change","04","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","05","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","05","category","decrease",0.038263188757418284
"2023-02-27","2 wk flu hosp rate change","05","category","stable",0.8857325915894025
"2023-02-27","2 wk flu hosp rate change","05","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","05","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","06","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","06","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","06","category","stable",0.8704700566500103
"2023-02-27","2 wk flu hosp rate change","06","category","increase",0.04192564544995458
"2023-02-27","2 wk flu hosp rate change","06","category","large_increase",0.036934818131248964
"2023-02-27","2 wk flu hosp rate change","08","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","08","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","08","category","stable",0.8852464841001779
"2023-02-27","2 wk flu hosp rate change","08","category","increase",0.038749296246642924
"2023-02-27","2 wk flu hosp rate change","08","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","09","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","09","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","09","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","09","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","09","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","10","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","10","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","10","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","10","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","10","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","11","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","11","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","11","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","11","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","11","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","12","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","12","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","12","category","stable",0.8804022589020029
"2023-02-27","2 wk flu hosp rate change","12","category","increase",0.04359352144481801
"2023-02-27","2 wk flu hosp rate change","12","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","13","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","13","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","13","category","stable",0.8788272295820965
"2023-02-27","2 wk flu hosp rate change","13","category","increase",0.0451685507647244
"2023-02-27","2 wk flu hosp rate change","13","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","15","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","15","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","15","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","15","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","15","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","16","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","16","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","16","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","16","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","16","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","17","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","17","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","17","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","17","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","17","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","18","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","18","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","18","category","stable",0.8842436987255822
"2023-02-27","2 wk flu hosp rate change","18","category","increase",0.0397520816212387
"2023-02-27","2 wk flu hosp rate change","18","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","19","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","19","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","19","category","stable",0.8839262952551779
"2023-02-27","2 wk flu hosp rate change","19","category","increase",0.04006948509164297
"2023-02-27","2 wk flu hosp rate change","19","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","20","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","20","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","20","category","stable",0.8819787417391605
"2023-02-27","2 wk flu hosp rate change","20","category","increase",0.042017038607660394
"2023-02-27","2 wk flu hosp rate change","20","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","21","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","21","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","21","category","stable",0.8796211565370561
"2023-02-27","2 wk flu hosp rate change","21","category","increase",0.0443746238097648
"2023-02-27","2 wk flu hosp rate change","21","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","22","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","22","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","22","category","stable",0.8696361522377052
"2023-02-27","2 wk flu hosp rate change","22","category","increase",0.04500483820952242
"2023-02-27","2 wk flu hosp rate change","22","category","large_increase",0.03468952978398632
"2023-02-27","2 wk flu hosp rate change","23","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","23","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","23","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","23","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","23","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","24","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","24","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","24","category","stable",0.8827073338329499
"2023-02-27","2 wk flu hosp rate change","24","category","increase",0.04128844651387101
"2023-02-27","2 wk flu hosp rate change","24","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","25","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","25","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","25","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","25","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","25","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","26","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","26","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","26","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","26","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","26","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","27","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","27","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","27","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","27","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","27","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","28","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","28","category","decrease",0.16330735534300542
"2023-02-27","2 wk flu hosp rate change","28","category","stable",0.7606884250038154
"2023-02-27","2 wk flu hosp rate change","28","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","28","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","29","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","29","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","29","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","29","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","29","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","30","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","30","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","30","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","30","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","30","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","31","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","31","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","31","category","stable",0.8853541247478909
"2023-02-27","2 wk flu hosp rate change","31","category","increase",0.038641655598929917
"2023-02-27","2 wk flu hosp rate change","31","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","32","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","32","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","32","category","stable",0.8151838968076429
"2023-02-27","2 wk flu hosp rate change","32","category","increase",0.08162337881975618
"2023-02-27","2 wk flu hosp rate change","32","category","large_increase",0.05252324460381477
"2023-02-27","2 wk flu hosp rate change","33","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","33","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","33","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","33","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","33","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","34","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","34","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","34","category","stable",0.8697529868507106
"2023-02-27","2 wk flu hosp rate change","34","category","increase",0.043296646694435614
"2023-02-27","2 wk flu hosp rate change","34","category","large_increase",0.03628088668606777
"2023-02-27","2 wk flu hosp rate change","35","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","35","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","35","category","stable",0.8774438090701348
"2023-02-27","2 wk flu hosp rate change","35","category","increase",0.046551971276686074
"2023-02-27","2 wk flu hosp rate change","35","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","36","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","36","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","36","category","stable",0.8776878837742557
"2023-02-27","2 wk flu hosp rate change","36","category","increase",0.046307896572565184
"2023-02-27","2 wk flu hosp rate change","36","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","37","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","37","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","37","category","stable",0.8838336242293623
"2023-02-27","2 wk flu hosp rate change","37","category","increase",0.04016215611745861
"2023-02-27","2 wk flu hosp rate change","37","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","38","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","38","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","38","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","38","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","38","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","39","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","39","category","decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","39","category","stable",0.8986610404624278
"2023-02-27","2 wk flu hosp rate change","39","category","increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","39","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","40","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","40","category","decrease",0.0446715273148073
"2023-02-27","2 wk flu hosp rate change","40","category","stable",0.8577000650911704
"2023-02-27","2 wk flu hosp rate change","40","category","increase",0.046958927825236245
"2023-02-27","2 wk flu hosp rate change","40","category","large_increase",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","41","category","large_decrease",0.02533473988439306
"2023-02-27","2 wk flu hosp rate change","41","category","decrease",0.02533473988439306
