location,quantile,forecast_date,value,target_end_date,target,type
01,0.01,2023-01-30,7.19727647880045,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.025,2023-01-30,9.173758673056698,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.05,2023-01-30,11.859091488764465,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.1,2023-01-30,15.869599870726006,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.15,2023-01-30,20.433815730840355,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.2,2023-01-30,24.820514228318594,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.25,2023-01-30,28.92912218410678,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.3,2023-01-30,33.04505250177213,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.35,2023-01-30,36.9733448359552,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.4,2023-01-30,39.48996027443296,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.45,2023-01-30,41.48759129320418,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.5,2023-01-30,43.51216637479228,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.55,2023-01-30,45.15189988870311,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.6,2023-01-30,46.654182050956614,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.65,2023-01-30,48.90224672604995,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.7,2023-01-30,51.98743174262536,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.75,2023-01-30,56.17223616636312,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.8,2023-01-30,61.67448917525282,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.85,2023-01-30,67.05159046511093,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.9,2023-01-30,75.62346232116684,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.95,2023-01-30,88.84247145924188,2023-02-04,1 wk ahead inc flu hosp,quantile
01,0.975,2023-01-30,99.36711082306029,2023-02-04,1 wk ahead inc flu hosp,quantile
