location,quantile,forecast_date,value,target_end_date,target,type
01,0.01,2023-01-09,30.276677956116885,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.025,2023-01-09,33.56405640779279,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.05,2023-01-09,38.325120327139395,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.1,2023-01-09,45.889508790750966,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.15,2023-01-09,53.61174731818096,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.2,2023-01-09,63.07809448037382,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.25,2023-01-09,69.48775754806128,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.3,2023-01-09,75.54047745629396,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.35,2023-01-09,81.87432634018352,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.4,2023-01-09,87.04030414647535,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.45,2023-01-09,92.29644538811296,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.5,2023-01-09,98.73667120594658,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.55,2023-01-09,104.3810243941032,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.6,2023-01-09,108.2652865927866,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.65,2023-01-09,113.2571733758608,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.7,2023-01-09,119.69662962861726,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.75,2023-01-09,126.40384045855592,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.8,2023-01-09,139.2378437165978,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.85,2023-01-09,158.28746522964116,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.9,2023-01-09,185.18658806239785,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.95,2023-01-09,215.69372786524855,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.975,2023-01-09,243.797942326891,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.99,2023-01-09,270.0671833539678,2023-01-14,1 wk ahead inc flu hosp,quantile
01,0.01,2023-01-09,18.5155193679158,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.025,2023-01-09,20.954121060842745,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.05,2023-01-09,26.721229234206707,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.1,2023-01-09,40.48655163269669,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.15,2023-01-09,50.70615363031056,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.2,2023-01-09,58.20605570313036,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.25,2023-01-09,66.52919387690287,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.3,2023-01-09,74.77478779587102,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.35,2023-01-09,81.61843449262072,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.4,2023-01-09,89.51331204945528,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.45,2023-01-09,98.19841784944018,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.5,2023-01-09,105.82805799679156,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.55,2023-01-09,111.60516780198968,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.6,2023-01-09,117.17772341421104,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.65,2023-01-09,127.42301722311736,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.7,2023-01-09,138.4519215740951,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.75,2023-01-09,146.66206412443964,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.8,2023-01-09,163.36412228873115,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.85,2023-01-09,196.59457828108904,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.9,2023-01-09,231.27001638864695,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.95,2023-01-09,307.4510688390711,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.975,2023-01-09,357.54379637015796,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.99,2023-01-09,404.35206342506865,2023-01-21,2 wk ahead inc flu hosp,quantile
01,0.01,2023-01-09,6.7125701256914025,2023-01-28,3 wk ahead inc flu hosp,quantile
01,0.025,2023-01-09,9.388954034811276,2023-01-28,3 wk ahead inc flu hosp,quantile
01,0.05,2023-01-09,15.231268580001483,2023-01-28,3 wk ahead inc flu hosp,quantile
