location,quantile,forecast_date,value,target_end_date,target,type
01,0.01,2022-12-26,23.0618123781666,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.025,2022-12-26,26.87410247221416,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.05,2022-12-26,33.75770245872634,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.1,2022-12-26,42.589388482722576,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.15,2022-12-26,51.90427654312222,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.2,2022-12-26,60.57760174313983,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.25,2022-12-26,69.0763532511421,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.3,2022-12-26,75.29229000197691,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.35,2022-12-26,80.72506951234469,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.4,2022-12-26,86.12514771126456,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.45,2022-12-26,91.59410476447042,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.5,2022-12-26,95.9196445738526,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.55,2022-12-26,100.435325012419,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.6,2022-12-26,104.50622386931408,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.65,2022-12-26,107.59705986614875,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.7,2022-12-26,110.9997472780427,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.75,2022-12-26,117.59721605068948,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.8,2022-12-26,138.8614933941647,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.85,2022-12-26,162.32866143985927,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.9,2022-12-26,183.30834516955508,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.95,2022-12-26,216.70480280905704,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.975,2022-12-26,236.06445893043116,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.99,2022-12-26,260.0505509754885,2022-12-31,1 wk ahead inc flu hosp,quantile
01,0.01,2022-12-26,13.467628210755931,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.025,2022-12-26,16.005873727314846,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.05,2022-12-26,19.907811665582756,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.1,2022-12-26,32.65796229836617,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.15,2022-12-26,41.96536914762126,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.2,2022-12-26,47.626654072450016,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.25,2022-12-26,55.07772728654476,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.3,2022-12-26,65.50271370657222,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.35,2022-12-26,72.75575136913068,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.4,2022-12-26,79.44703013959858,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.45,2022-12-26,87.629741843976,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.5,2022-12-26,94.24405485208518,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.55,2022-12-26,99.17476266917676,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.6,2022-12-26,102.91457557968316,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.65,2022-12-26,107.76459397322508,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.7,2022-12-26,116.4908835362947,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.75,2022-12-26,126.35950394053144,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.8,2022-12-26,151.69067374967128,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.85,2022-12-26,186.6633157893872,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.9,2022-12-26,221.63348534223067,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.95,2022-12-26,275.87840904399843,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.975,2022-12-26,312.8264714742617,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.99,2022-12-26,339.947886967852,2023-01-07,2 wk ahead inc flu hosp,quantile
01,0.01,2022-12-26,2.714276787062811,2023-01-14,3 wk ahead inc flu hosp,quantile
01,0.025,2022-12-26,3.9978939543198697,2023-01-14,3 wk ahead inc flu hosp,quantile
01,0.05,2022-12-26,7.670392142975553,2023-01-14,3 wk ahead inc flu hosp,quantile
01,0.1,2022-12-26,22.287475805746663,2023-01-14,3 wk ahead inc flu hosp,quantile
01,0.15,2022-12-26,47.9800671649868,2023-01-14,3 wk ahead inc flu hosp,quantile
