"location","quantile","forecast_date","value","target_end_date","target","type"
"01",0.01,2023-02-06,4.30579052315854,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.025,2023-02-06,5.55730874627803,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.05,2023-02-06,7.71975212525806,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.1,2023-02-06,10.7147654000925,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.15,2023-02-06,13.4636152671999,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.2,2023-02-06,16.7605837271387,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.25,2023-02-06,19.8141095939189,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.3,2023-02-06,22.284748423759,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.35,2023-02-06,24.6390346014459,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.4,2023-02-06,26.6860206368349,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.45,2023-02-06,28.608096966855,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.5,2023-02-06,30.1068316660945,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.55,2023-02-06,31.4916214801916,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.6,2023-02-06,33.1431722281902,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.65,2023-02-06,35.1780245319694,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.7,2023-02-06,38.1560601906028,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.75,2023-02-06,41.5001906682747,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.8,2023-02-06,45.6961691650429,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.85,2023-02-06,50.8369274683933,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.9,2023-02-06,57.0747949848137,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.95,2023-02-06,67.5404506943138,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.975,2023-02-06,73.7895277834591,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.99,2023-02-06,83.1037755668561,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"01",0.01,2023-02-06,1.55268291583905,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.025,2023-02-06,2.12066009683718,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.05,2023-02-06,2.83040033695035,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.1,2023-02-06,4.25399475757648,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.15,2023-02-06,5.81636679501537,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.2,2023-02-06,7.82049591113493,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.25,2023-02-06,10.9032963044675,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.3,2023-02-06,15.9723154219409,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.35,2023-02-06,20.1425425588262,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.4,2023-02-06,22.2587712780852,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.45,2023-02-06,23.9636698783962,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.5,2023-02-06,25.8750416661611,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.55,2023-02-06,27.688883930057,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.6,2023-02-06,29.8775749755428,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.65,2023-02-06,32.41087096574,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.7,2023-02-06,34.8163997889599,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.75,2023-02-06,38.1748247410221,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.8,2023-02-06,43.1966756510301,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.85,2023-02-06,53.6637150417118,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.9,2023-02-06,66.2808334502016,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.95,2023-02-06,78.5755212068176,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.975,2023-02-06,87.8009698652639,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.99,2023-02-06,95.1351455684344,2023-02-18,"2 wk ahead inc flu hosp","quantile"
"01",0.01,2023-02-06,0.0842434616726259,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.025,2023-02-06,0.333158443835301,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.05,2023-02-06,1.05307985786482,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.1,2023-02-06,3.51899261478807,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.15,2023-02-06,5.22419321928136,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.2,2023-02-06,7.18174597440476,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.25,2023-02-06,10.6379254419759,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.3,2023-02-06,14.0625402408055,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.35,2023-02-06,18.9969702258901,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.4,2023-02-06,20.9651001029063,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.45,2023-02-06,22.6021098310321,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.5,2023-02-06,24.8387479094592,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.55,2023-02-06,27.0987500704451,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.6,2023-02-06,29.7177592335742,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.65,2023-02-06,33.104114739447,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.7,2023-02-06,37.0545036618214,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.75,2023-02-06,41.9422142464487,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.8,2023-02-06,48.218574914609,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.85,2023-02-06,55.3602505910027,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.9,2023-02-06,67.082749877589,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.95,2023-02-06,83.2405979635182,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.975,2023-02-06,100.644435990684,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.99,2023-02-06,106.751419428442,2023-02-25,"3 wk ahead inc flu hosp","quantile"
"01",0.01,2023-02-06,0.00489027686081463,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.025,2023-02-06,0.0335642022164225,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.05,2023-02-06,0.201937648541273,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.1,2023-02-06,2.67818193862617,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.15,2023-02-06,5.25671457051547,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.2,2023-02-06,8.09974283155257,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.25,2023-02-06,11.2500067371957,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.3,2023-02-06,15.256363805613,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.35,2023-02-06,17.285103141085,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.4,2023-02-06,19.1315411426331,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.45,2023-02-06,20.2640960366602,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.5,2023-02-06,22.3061916562732,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.55,2023-02-06,24.3654202074138,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.6,2023-02-06,26.9394248229495,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.65,2023-02-06,28.6166574339992,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.7,2023-02-06,31.3521678238273,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.75,2023-02-06,35.8042989783787,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.8,2023-02-06,40.1825845873022,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.85,2023-02-06,47.832304329836,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.9,2023-02-06,59.5617028749861,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.95,2023-02-06,75.5113552114753,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.975,2023-02-06,94.6400604351406,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"01",0.99,2023-02-06,102.077855716803,2023-03-04,"4 wk ahead inc flu hosp","quantile"
"02",0.01,2023-02-06,0.473715738700199,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.025,2023-02-06,0.707041331969711,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.05,2023-02-06,1.25561426937609,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.1,2023-02-06,2.2708275867116,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.15,2023-02-06,3.37487576682855,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.2,2023-02-06,4.27807225079777,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.25,2023-02-06,5.14799274388815,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.3,2023-02-06,6.21669923701381,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.35,2023-02-06,7.39681576665551,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.4,2023-02-06,8.65187658467441,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.45,2023-02-06,9.43611223263545,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.5,2023-02-06,10.000666847103,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.55,2023-02-06,10.772019308488,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.6,2023-02-06,11.5085923996782,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.65,2023-02-06,12.335233867998,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.7,2023-02-06,13.5372154263619,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.75,2023-02-06,14.8505693310448,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.8,2023-02-06,16.5542153005939,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.85,2023-02-06,20.2276030995017,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.9,2023-02-06,25.2985767024546,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.95,2023-02-06,32.4109287518111,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.975,2023-02-06,41.9549000489676,2023-02-11,"1 wk ahead inc flu hosp","quantile"
"02",0.99,2023-02-06,51.3260255813517,2023-02-11,"1 wk ahead inc flu hosp","quantile"
