forecast_date,target_end_date,location,target,quantile,value,type
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.01,7.158974368726753,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.025,9.021494827250558,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.05,11.396117825604977,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.1,15.06076178040966,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.15,18.13030742478933,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.2,20.98883177290185,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.25,23.82084622423765,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.3,26.72598015011421,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.35,29.76846859887861,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.4,33.005470202265855,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.45,36.49848526298891,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.5,40.32405518474835,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.55,44.59324491203759,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.6,49.47545130389863,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.65,55.22463151276594,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.7,62.22924881201936,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.75,71.12820902470813,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.8,83.10866103406062,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.85,100.8338274336426,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.9,131.81280915562365,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.95,208.75797601724867,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.975,329.17328860881946,quantile
2023-02-27,2023-03-04,01,1 wk ahead inc flu hosp,0.99,583.6870422135098,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.01,6.575361902537089,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.025,7.954638032192824,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.05,9.799120797446095,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.1,12.723267675146532,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.15,15.171599412286408,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.2,17.409229839381034,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.25,19.576097848913665,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.3,21.760176920643595,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.35,24.017022258079194,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.4,26.391477394809016,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.45,28.927707423688844,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.5,31.674428935583173,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.55,34.69888275105457,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.6,38.09889198039748,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.65,42.01365237869459,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.7,46.65313785561786,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.75,52.37055025202955,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.8,59.852859769489456,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.85,70.65614017092575,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.9,89.11682025563167,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.95,134.29184558159668,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.975,206.28997649309312,quantile
2023-02-27,2023-03-11,01,2 wk ahead inc flu hosp,0.99,366.83296015709857,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.01,6.216855809193338,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.025,7.22135288499133,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.05,8.640954272840125,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.1,11.043131057449258,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.15,13.180221114201215,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.2,15.221165802625434,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.25,17.26347698958741,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.3,19.373682958024467,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.35,21.60097240962028,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.4,23.99149505122981,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.45,26.597186570080996,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.5,29.482163112536792,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.55,32.73597186108715,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.6,36.48684335989943,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.65,40.92384225503135,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.7,46.342128733522365,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.75,53.24411263780138,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.8,62.59067587248701,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.85,76.51553902192909,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.9,100.9638012907238,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.95,162.0758680429185,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.975,258.1637647469381,quantile
2023-02-27,2023-03-18,01,3 wk ahead inc flu hosp,0.99,449.2198092111432,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.01,5.858351027268529,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.025,6.488066863510541,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.05,7.482788622513448,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.1,9.362992691193394,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.15,11.188841941836731,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.2,13.033101765869832,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.25,14.95085962737834,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.3,16.98719249252252,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.35,19.184920812602773,quantile
2023-02-27,2023-03-25,01,4 wk ahead inc flu hosp,0.4,21.5915144562092,quantile
