target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-11-05,0.010,652.554,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.025,673.592,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.050,692.556,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.100,716.970,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.150,732.766,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.200,745.216,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.250,757.169,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.300,766.694,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.350,776.323,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.400,785.578,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.450,795.045,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.500,802.828,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.550,810.507,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.600,819.022,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.650,828.260,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.700,836.926,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.750,846.786,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.800,857.585,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.850,872.131,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.900,888.706,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.950,914.487,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.975,939.510,48,quantile,2022-10-31
1 wk ahead inc flu hosp,2022-11-05,0.990,961.020,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.010,695.439,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.025,731.568,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.050,761.639,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.100,801.068,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.150,827.205,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.200,846.681,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.250,863.468,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.300,880.986,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.350,895.363,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.400,908.379,48,quantile,2022-10-31
2 wk ahead inc flu hosp,2022-11-12,0.450,920.154,48,quantile,2022-10-31
