target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-11-12,0.010,706.932,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.025,734.453,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.050,755.035,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.100,782.542,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.150,800.561,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.200,813.860,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.250,826.762,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.300,838.239,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.350,847.829,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.400,857.107,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.450,866.506,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.500,874.905,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.550,883.607,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.600,891.896,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.650,901.413,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.700,911.184,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.750,921.279,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.800,931.708,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.850,944.744,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.900,960.576,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.950,986.167,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.975,1012.001,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.990,1037.855,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.010,782.865,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.025,837.946,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.050,871.432,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.100,916.500,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.150,942.914,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.200,963.252,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.250,981.689,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.300,997.602,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.350,1011.992,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.400,1027.076,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.450,1040.835,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.500,1054.332,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.550,1065.795,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.600,1080.116,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.650,1093.228,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.700,1107.477,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.750,1127.254,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.800,1142.379,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.850,1165.126,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.900,1192.065,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.950,1230.022,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.975,1272.983,48,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.990,1317.909,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.010,853.712,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.025,900.817,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.050,955.916,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.100,1003.403,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.150,1037.144,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.200,1061.286,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.250,1079.864,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.300,1098.903,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.350,1116.394,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.400,1131.473,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.450,1147.769,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.500,1162.611,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.550,1180.086,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.600,1194.469,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.650,1209.032,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.700,1225.742,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.750,1244.519,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.800,1265.956,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.850,1295.801,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.900,1326.974,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.950,1381.451,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.975,1429.887,48,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.990,1501.227,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.010,892.383,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.025,962.164,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.050,1016.867,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.100,1070.455,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.150,1104.161,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.200,1132.413,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.250,1154.992,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.300,1175.133,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.350,1192.852,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.400,1210.011,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.450,1227.604,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.500,1243.186,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.550,1259.763,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.600,1274.323,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.650,1293.068,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.700,1312.781,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.750,1332.267,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.800,1357.227,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.850,1385.404,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.900,1418.906,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.950,1470.832,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.975,1525.720,48,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.990,1600.220,48,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.010,0.000,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.025,0.000,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.050,0.000,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.100,0.142,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.150,1.335,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.200,2.240,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.250,3.123,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.300,3.932,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.350,4.649,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.400,5.316,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.450,5.917,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.500,6.527,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.550,7.157,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.600,7.793,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.650,8.527,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.700,9.175,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.750,9.923,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.800,10.662,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.850,11.643,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.900,13.051,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.950,15.024,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.975,16.757,49,quantile,2022-11-07
1 wk ahead inc flu hosp,2022-11-12,0.990,18.511,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.010,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.025,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.050,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.100,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.150,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.200,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.250,0.000,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.300,0.810,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.350,1.762,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.400,2.622,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.450,3.473,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.500,4.359,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.550,5.207,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.600,6.086,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.650,6.912,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.700,7.823,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.750,8.797,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.800,9.916,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.850,11.110,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.900,12.871,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.950,15.590,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.975,17.657,49,quantile,2022-11-07
2 wk ahead inc flu hosp,2022-11-19,0.990,20.840,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.010,0.000,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.025,0.000,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.050,0.000,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.100,0.000,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.150,0.528,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.200,1.879,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.250,3.160,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.300,4.255,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.350,5.405,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.400,6.267,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.450,7.162,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.500,8.099,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.550,8.982,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.600,9.917,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.650,10.833,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.700,11.866,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.750,12.987,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.800,14.290,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.850,15.638,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.900,17.377,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.950,20.114,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.975,22.649,49,quantile,2022-11-07
3 wk ahead inc flu hosp,2022-11-26,0.990,26.084,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.010,0.000,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.025,0.000,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.050,0.000,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.100,0.000,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.150,1.271,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.200,2.799,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.250,4.031,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.300,5.298,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.350,6.384,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.400,7.369,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.450,8.407,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.500,9.402,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.550,10.456,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.600,11.517,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.650,12.493,49,quantile,2022-11-07
4 wk ahead inc flu hosp,2022-12-03,0.700,13.685,49,quantile,2022-11-07
