target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-17,0.010,1132.780,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.025,1228.712,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.050,1318.031,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.100,1425.844,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.150,1493.865,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.200,1545.204,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.250,1594.765,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.300,1632.551,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.350,1675.464,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.400,1711.034,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.450,1743.391,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.500,1775.541,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.550,1812.007,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.600,1846.814,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.650,1882.563,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.700,1919.013,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.750,1960.186,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.800,2009.023,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.850,2058.957,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.900,2120.682,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.950,2220.987,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.975,2312.517,48,quantile,2022-12-12
1 wk ahead inc flu hosp,2022-12-17,0.990,2411.360,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.010,941.088,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.025,1104.468,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.050,1219.240,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.100,1344.126,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.150,1426.529,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.200,1484.694,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.250,1538.191,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.300,1583.966,48,quantile,2022-12-12
2 wk ahead inc flu hosp,2022-12-24,0.350,1628.596,48,quantile,2022-12-12
