target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-11-19,0.010,1016.898,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.025,1042.856,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.050,1067.623,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.100,1102.125,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.150,1121.411,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.200,1138.274,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.250,1152.215,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.300,1164.452,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.350,1175.886,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.400,1185.294,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.450,1193.585,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.500,1204.151,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.550,1213.293,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.600,1222.977,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.650,1234.524,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.700,1246.039,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.750,1258.115,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.800,1271.614,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.850,1288.560,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.900,1308.401,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.950,1343.868,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.975,1369.593,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.990,1393.976,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.010,922.389,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.025,967.146,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.050,1011.595,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.100,1057.832,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.150,1088.233,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.200,1108.080,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.250,1126.619,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.300,1144.897,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.350,1161.337,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.400,1176.028,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.450,1190.734,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.500,1202.751,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.550,1219.058,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.600,1234.102,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.650,1249.358,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.700,1265.270,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.750,1281.792,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.800,1301.109,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.850,1322.329,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.900,1351.759,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.950,1394.458,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.975,1435.566,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.990,1496.148,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.010,884.244,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.025,958.379,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.050,1003.854,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.100,1054.732,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.150,1087.159,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.200,1113.446,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.250,1136.907,48,quantile,2022-11-14
3 wk ahead inc flu hosp,2022-12-03,0.300,1158.146,48,quantile,2022-11-14
