target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-10,0.010,2169.708,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.025,2228.742,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.050,2286.565,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.100,2351.414,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.150,2393.998,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.200,2424.495,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.250,2448.855,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.300,2473.670,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.350,2498.376,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.400,2517.618,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.450,2536.832,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.500,2555.414,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.550,2574.827,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.600,2592.591,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.650,2612.567,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.700,2633.082,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.750,2656.853,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.800,2684.250,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.850,2712.924,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.900,2756.628,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.950,2809.467,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.975,2862.876,48,quantile,2022-12-05
1 wk ahead inc flu hosp,2022-12-10,0.990,2919.101,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.010,2404.842,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.025,2485.940,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.050,2550.482,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.100,2618.246,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.150,2663.772,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.200,2697.815,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.250,2729.539,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.300,2755.833,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.350,2781.656,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.400,2806.170,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.450,2829.202,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.500,2850.667,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.550,2873.136,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.600,2895.751,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.650,2920.423,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.700,2945.060,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.750,2972.435,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.800,3003.396,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.850,3043.362,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.900,3092.668,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.950,3160.239,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.975,3225.180,48,quantile,2022-12-05
2 wk ahead inc flu hosp,2022-12-17,0.990,3311.028,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.010,2722.752,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.025,2831.084,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.050,2900.414,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.100,2978.719,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.150,3028.378,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.200,3070.481,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.250,3106.107,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.300,3137.915,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.350,3166.610,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.400,3194.731,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.450,3219.069,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.500,3241.565,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.550,3264.546,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.600,3287.012,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.650,3313.227,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.700,3341.959,48,quantile,2022-12-05
3 wk ahead inc flu hosp,2022-12-24,0.750,3375.003,48,quantile,2022-12-05
