forecast_date,target,target_end_date,type,quantile,value,location
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,45.6920940086943,06
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,36.29431067160241,06
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,27.31957845617506,06
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,19.886250457521655,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,11.436404084328707,08
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,9.515935240691306,08
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,8.008977923998504,08
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,6.296454847059636,08
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,18.14958225870006,09
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,18.15918786057496,09
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,17.93349642265631,09
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,17.522259278742084,09
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,61.77061690461887,13
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,61.45969031633574,13
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,59.07996735926493,13
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,55.73527806945856,13
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,16.74986195983847,24
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,17.985382208365948,24
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,17.373262165004938,24
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,17.80172458742996,24
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,30.817182749078853,26
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,23.451393716510346,26
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,17.90907432430008,26
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,13.197761979590513,26
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,5.349903171122148,27
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,4.4920789999176005,27
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,3.7620965083280815,27
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,3.196882569221546,27
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,5.728027131543364,35
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,5.907519334535114,35
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,5.620158471035086,35
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,5.169227245792264,35
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,44.323144611347054,36
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,35.50048515119434,36
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,25.967787532790787,36
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,20.35894233790409,36
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,26.164454007438117,39
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,26.548147302918075,39
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,26.075217351783596,39
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,24.55439992739071,39
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,4.184787425157914,41
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,3.332983369627691,41
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,2.799837550979543,41
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,2.215573037425573,41
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,30.68194231247844,47
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,29.5774921739091,47
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,27.956153463883915,47
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,25.87590505389104,47
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,point,NA,1267.492949147612,US
2023-03-13,2 wk ahead inc flu hosp,2023-03-25,point,NA,922.1617257195209,US
2023-03-13,3 wk ahead inc flu hosp,2023-04-01,point,NA,668.0035161045281,US
2023-03-13,4 wk ahead inc flu hosp,2023-04-08,point,NA,487.098633090698,US
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.01,1.9973355664778774,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.025,11.083970142832014,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.05,20.09576945231203,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.1,28.792398025504788,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.15,31.840030622286037,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.2,33.540253779181036,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.25,35.07272603355494,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.3,36.689205474492965,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.35,39.260208250494074,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.4,41.89178146563265,06
2023-03-13,1 wk ahead inc flu hosp,2023-03-18,quantile,0.45,43.21530693433281,06
