forecast_date,target,target_end_date,type,quantile,value,location
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,1504.7485248755422,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,1819.8061218793707,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,2570.875575459453,06
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,3305.170109220445,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,105.5083257610424,08
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,126.93391564971208,08
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,276.09296939575154,08
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,333.40938973597724,08
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,75.28184506097405,09
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,37.33734618146497,09
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,36.29711981999819,09
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,113.16554919819083,09
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,203.78026028030686,13
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,285.1019541864921,13
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,708.2887569049849,13
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,1152.4641983397046,13
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,481.57899179510144,24
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,1377.9633222677608,24
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,961.687879887073,24
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,1136.3045484842341,24
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,326.1411847533833,26
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,210.10994147209146,26
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,234.87908498896184,26
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,354.4578402270803,26
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,158.439816673344,27
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,246.92032531690964,27
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,264.3461558848934,27
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,263.07704118427966,27
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,154.2676957790356,35
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,300.6492353538046,35
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,353.2277966886868,35
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,480.2836479273381,35
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,617.2270956612606,36
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,938.9506748495721,36
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,1041.7274217139934,36
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,1813.2136929904852,36
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,1710.3366392708404,39
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,770.5199075547906,39
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,850.7527977294983,39
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,1102.0694058331,39
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,192.15399559146485,41
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,241.3038217417556,41
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,146.8617480892471,41
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,331.7827816112055,41
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,337.7709100238572,47
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,596.6890368233505,47
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,794.7898112792557,47
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,1015.5007737237745,47
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,point,NA,16516.79067875516,US
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,point,NA,24542.140509690995,US
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,point,NA,43374.89314365797,US
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,point,NA,58780.82665610731,US
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.01,81.05828313516672,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.025,306.67460211164854,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.05,657.0575627290042,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.1,895.4855974870212,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.15,979.3784275763732,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.2,1147.5207487154669,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.25,1256.8124189407704,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.3,1357.7535133479412,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.35,1405.9135653649444,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.4,1438.9996196536522,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.45,1499.46240960951,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.5,1504.7485248755422,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.55,1506.2570616724995,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.6,1509.1278136593833,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.65,1530.5679119806878,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.7,1680.1306234902659,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.75,1739.4769991152896,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.8,1854.9107722153797,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.85,2028.5044446273725,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.9,2655.0177116805417,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.95,3825.395841478457,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.975,7368.051362245433,06
2022-11-21,1 wk ahead inc flu hosp,2022-11-26,quantile,0.99,19765.537299178282,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.01,96.7187469526082,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.025,254.6664077926836,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.05,558.5014629231993,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.1,845.916618617647,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.15,1097.6778607753954,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.2,1243.0898593047252,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.25,1377.8469651723387,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.3,1458.7732061571646,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.35,1584.8079713245845,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.4,1684.2556161952236,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.45,1750.1572012613287,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.5,1819.8061218793707,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.55,1884.0771743605442,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.6,1990.4758786521525,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.65,2093.384097410287,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.7,2184.9142554294363,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.75,2348.4662675337795,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.8,2632.766217479323,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.85,3000.178345778681,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.9,3864.3110904276714,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.95,5969.339065058478,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.975,12507.234529959765,06
2022-11-21,2 wk ahead inc flu hosp,2022-12-03,quantile,0.99,22832.090907531132,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.01,126.27412422142417,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.025,324.128844714015,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.05,550.8556706108346,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.1,1125.1585703822134,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.15,1436.6068759769369,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.2,1624.0658504827963,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.25,1821.6745060667236,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.3,1989.864752846667,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.35,2164.8583414647783,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.4,2320.778650131475,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.45,2442.34610599558,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.5,2570.875575459453,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.55,2705.0351708042226,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.6,2877.864594797235,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.65,3100.6631752175067,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.7,3359.3934133316934,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.75,3727.9299747673304,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.8,4176.724758506088,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.85,4923.8948429656175,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.9,6483.300701330312,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.95,11489.114961758938,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.975,21196.647419301553,06
2022-11-21,3 wk ahead inc flu hosp,2022-12-10,quantile,0.99,33950.66485821131,06
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,quantile,0.01,171.25881515147046,06
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,quantile,0.025,425.29346972294684,06
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,quantile,0.05,671.6875460940701,06
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,quantile,0.1,1184.2090011515947,06
2022-11-21,4 wk ahead inc flu hosp,2022-12-17,quantile,0.15,1598.5289378920563,06
