forecast_date,target,target_end_date,type,quantile,value,location
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,122.83004910508662,06
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,56.473915154569134,06
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,102.6269490473918,06
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,88.75088043025136,06
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,37.451315474984966,08
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,38.60058921030519,08
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,34.0529124795096,08
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,32.16073514494475,08
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,9.180347248340285,09
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,9.28063662303689,09
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,9.36301249702796,09
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,7.033741456760422,09
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,70.30931340372149,13
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,92.43621343432241,13
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,93.58067629379642,13
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,64.13024686982669,13
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,54.72994051440795,24
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,53.23930006723107,24
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,51.13398308630474,24
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,46.59568173807341,24
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,101.58454438564463,26
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,106.94961061933873,26
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,84.2469973041776,26
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,90.08564237740438,26
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,16.628315993384724,27
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,17.86366864844066,27
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,16.682637163885122,27
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,16.67644435807364,27
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,12.554118626340642,35
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,11.939477566908261,35
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,10.83965803295623,35
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,10.345711207289131,35
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,150.68250180019066,36
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,138.82441207868052,36
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,118.28020111923749,36
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,131.2863521731603,36
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,111.62804193710895,39
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,150.7514133407424,39
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,133.46871117847093,39
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,159.2745038369431,39
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,8.102265222083718,41
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,5.974366950194234,41
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,4.877424684555038,41
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,4.368928737974594,41
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,44.603916886082885,47
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,37.16745891654273,47
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,44.962472693565815,47
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,64.45516986055084,47
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,point,NA,2477.074051716875,US
2023-02-06,2 wk ahead inc flu hosp,2023-02-18,point,NA,2585.721829336162,US
2023-02-06,3 wk ahead inc flu hosp,2023-02-25,point,NA,2465.553933643573,US
2023-02-06,4 wk ahead inc flu hosp,2023-03-04,point,NA,2471.2278723390195,US
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,quantile,0.01,16.40414837021969,06
