forecast_date,target,target_end_date,type,quantile,value,location
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,28.906859803949565,06
2023-04-10,2 wk ahead inc flu hosp,2023-04-22,point,NA,22.43265300311422,06
2023-04-10,3 wk ahead inc flu hosp,2023-04-29,point,NA,17.17539599990966,06
2023-04-10,4 wk ahead inc flu hosp,2023-05-06,point,NA,14.305054474471532,06
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,5.745781350402652,08
2023-04-10,2 wk ahead inc flu hosp,2023-04-22,point,NA,5.0695029243187655,08
2023-04-10,3 wk ahead inc flu hosp,2023-04-29,point,NA,4.280158671026509,08
2023-04-10,4 wk ahead inc flu hosp,2023-05-06,point,NA,3.947085786202499,08
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,17.137977624684698,09
2023-04-10,2 wk ahead inc flu hosp,2023-04-22,point,NA,17.094680525865016,09
2023-04-10,3 wk ahead inc flu hosp,2023-04-29,point,NA,16.26946110699489,09
2023-04-10,4 wk ahead inc flu hosp,2023-05-06,point,NA,15.499821049068892,09
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,43.158751082229415,13
2023-04-10,2 wk ahead inc flu hosp,2023-04-22,point,NA,41.942474231418984,13
2023-04-10,3 wk ahead inc flu hosp,2023-04-29,point,NA,39.7646226244513,13
2023-04-10,4 wk ahead inc flu hosp,2023-05-06,point,NA,37.944203086118364,13
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,12.313054939871392,24
2023-04-10,2 wk ahead inc flu hosp,2023-04-22,point,NA,12.78193305352984,24
2023-04-10,3 wk ahead inc flu hosp,2023-04-29,point,NA,12.407969071622924,24
2023-04-10,4 wk ahead inc flu hosp,2023-05-06,point,NA,11.020300396243774,24
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,17.268869904510236,26
2023-04-10,2 wk ahead inc flu hosp,2023-04-22,point,NA,13.583204775733021,26
2023-04-10,3 wk ahead inc flu hosp,2023-04-29,point,NA,10.836863794364447,26
2023-04-10,4 wk ahead inc flu hosp,2023-05-06,point,NA,8.034263196302495,26
2023-04-10,1 wk ahead inc flu hosp,2023-04-15,point,NA,10.919523823415373,27
