forecast_date,target,target_end_date,type,quantile,value,location
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,344.8522621294518,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,136.79891209717061,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,137.7160090895636,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,127.63904559485184,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,152.53178340911737,08
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,148.6024464616571,08
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,115.76055947899526,08
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,106.32873715477729,08
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,87.84695251044786,09
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,57.847228194842806,09
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,54.36856177063153,09
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,37.249260921675955,09
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,170.25703970608927,13
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,141.33514281727355,13
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,127.72295598810578,13
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,112.65588568540946,13
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,99.62523196496657,24
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,98.59535394035176,24
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,87.2758950633798,24
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,79.58150697712298,24
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,511.8151182846799,26
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,466.7441155646685,26
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,337.95011222509066,26
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,301.2921844644166,26
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,53.72323244000592,27
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,51.95985232521883,27
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,45.908486823646115,27
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,43.268704864767244,27
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,62.71670765198512,35
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,60.11437862519595,35
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,51.00233371729985,35
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,44.31929176851539,35
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,538.0757275924927,36
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,446.22670290314727,36
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,321.54539484662814,36
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,320.46170048470617,36
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,162.19087549101098,39
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,141.74028142063958,39
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,87.20750641241885,39
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,133.4939465110857,39
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,55.603320507495916,41
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,35.268284424102305,41
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,21.64205235802166,41
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,16.217494363226887,41
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,119.53204460778802,47
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,136.6176804954099,47
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,169.65226790968387,47
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,117.87538763851208,47
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,point,NA,6834.768745508108,US
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,point,NA,5285.994511217486,US
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,point,NA,5153.758872724929,US
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,point,NA,4622.843697048806,US
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.01,45.58885765004097,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.025,47.73272777022962,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.05,152.70030708707083,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.1,202.59329010366034,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.15,263.78128304154524,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.2,287.1303432571595,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.25,310.52171206776035,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.3,335.44141442233257,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.35,340.42490137507696,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.4,342.7066768859004,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.45,344.2529416280929,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.5,344.8522621294518,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.55,345.34004379330116,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.6,353.5428402706994,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.65,359.33533721099997,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.7,374.7292278454803,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.75,408.92184293795566,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.8,453.03508939462176,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.85,507.92042395999954,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.9,650.3006234084877,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.95,858.3326983940752,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.975,1138.9258587254972,06
2023-01-17,1 wk ahead inc flu hosp,2023-01-22,quantile,0.99,3730.7549718784467,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.01,12.547737948751253,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.025,27.105116456252283,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.05,43.08855545195964,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.1,68.73923084462405,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.15,85.6789609986627,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.2,97.82662269444451,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.25,109.72595611189716,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.3,118.40447404691645,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.35,124.69569499552826,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.4,132.47517392316612,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.45,134.03170523494134,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.5,136.79891209717061,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.55,141.83801153861788,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.6,148.56618434236205,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.65,161.37779406592165,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.7,172.96680217795213,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.75,196.16345632204968,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.8,220.5682586993573,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.85,243.82417393988797,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.9,305.0663738676948,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.95,444.25567773353265,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.975,1264.9428432216578,06
2023-01-17,2 wk ahead inc flu hosp,2023-01-29,quantile,0.99,4117.907887217241,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.01,5.675307025194404,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.025,15.141842847019207,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.05,27.13035827067048,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.1,49.95579379072355,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.15,69.07631599280901,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.2,84.50895306149984,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.25,95.43450003289719,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.3,106.51374509817654,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.35,116.11266026680863,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.4,123.96767545395203,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.45,128.82945182977312,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.5,137.7160090895636,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.55,148.94445110717555,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.6,160.03018215686615,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.65,177.11306270470612,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.7,193.77139917426857,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.75,213.33024847457702,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.8,255.8386655544345,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.85,312.4339825059077,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.9,397.55364742756296,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.95,645.1985532527035,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.975,1448.1804647617987,06
2023-01-17,3 wk ahead inc flu hosp,2023-02-05,quantile,0.99,4349.091919035417,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.01,3.5919825577633717,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.025,9.798698966644993,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.05,18.80336731139397,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.1,37.30468331171062,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.15,53.54851552238089,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.2,68.50273158070911,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.25,77.94390652185395,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.3,89.07347810648177,06
2023-01-17,4 wk ahead inc flu hosp,2023-02-12,quantile,0.35,98.35184487054522,06
