forecast_date,target,target_end_date,type,quantile,value,location
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,29.052841145395615,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,24.529354147603115,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,20.764253960964762,06
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,17.340639127912322,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,13.33023858664252,08
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,12.729974299253273,08
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,11.303828235823282,08
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,10.569013145321271,08
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,11.140838274264945,09
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,10.602002193165035,09
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,10.533972264239582,09
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,10.044258283515013,09
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,28.498511183692667,13
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,29.761781527354934,13
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,28.06517208468607,13
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,28.306163874554887,13
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,10.882325956249101,24
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,10.80105937290864,24
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,10.959513119613131,24
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,10.762322444236041,24
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,11.790977524974462,26
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,9.504960407940795,26
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,7.636463243528673,26
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,6.31883984807895,26
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,13.183464522313562,27
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,12.383314962386748,27
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,11.513705162932215,27
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,10.844081819488284,27
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,3.97414769005701,35
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,3.840749857921832,35
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,3.6223395667541505,35
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,3.7615531738622794,35
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,61.27957230582385,36
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,53.12388482395964,36
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,42.89855780625241,36
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,34.90089947587249,36
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,22.017941492702192,39
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,21.84440148447487,39
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,22.388277355590837,39
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,20.567548826535656,39
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,2.7289500585662445,41
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,2.26747499870532,41
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,2.0236941806761983,41
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,1.804517911370573,41
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,23.52451741567152,47
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,22.624158933248822,47
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,20.292429182082945,47
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,19.440717486302642,47
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,point,NA,994.6972264549092,US
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,point,NA,753.1757167425184,US
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,point,NA,608.4001586597503,US
2023-04-17,4 wk ahead inc flu hosp,2023-05-13,point,NA,460.76911428210354,US
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.01,1.2375927095371677,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.025,9.961195043875259,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.05,13.181131635212475,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.1,17.05742897552151,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.15,19.99997534096836,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.2,21.335647683414873,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.25,22.198615679794937,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.3,23.67146620015261,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.35,24.663943453567562,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.4,26.15413589084619,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.45,27.30899348810892,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.5,29.052841145395615,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.55,30.560454609182646,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.6,32.15504561404883,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.65,34.901814024969056,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.7,36.86084768338771,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.75,39.54006356034271,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.8,43.06343859399666,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.85,46.179408326696915,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.9,48.69270853894517,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.95,55.603505201236366,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.975,75.89725610248877,06
2023-04-17,1 wk ahead inc flu hosp,2023-04-22,quantile,0.99,232.14317862620535,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.01,0.9085553329055059,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.025,3.873521145972314,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.05,8.157498974493278,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.1,10.978765833774652,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.15,13.481705027952364,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.2,15.827585666106195,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.25,17.10531431392762,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.3,18.666315976830887,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.35,20.098948642740194,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.4,21.793807051769573,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.45,23.42166015152568,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.5,24.529354147603115,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.55,26.224064718491263,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.6,28.000993339858027,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.65,29.93009124034299,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.7,32.664359827490536,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.75,35.36651497587818,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.8,38.85145660267673,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.85,43.38920790896971,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.9,52.41325642250352,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.95,65.92211819110588,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.975,107.55453358882875,06
2023-04-17,2 wk ahead inc flu hosp,2023-04-29,quantile,0.99,790.7196973007772,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.01,0.5799110389000062,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.025,1.0065231649849617,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.05,3.205389299650305,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.1,7.290134988461208,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.15,9.476508424557789,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.2,11.201562689261948,06
2023-04-17,3 wk ahead inc flu hosp,2023-05-06,quantile,0.25,12.949254462358768,06
