forecast_date,target,target_end_date,type,quantile,value,location
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,19.276485148710293,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,18.377483123203213,06
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,16.882645508692633,06
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,15.25402377156703,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,5.5740753483906875,08
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,5.640338321706708,08
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,5.504258410818931,08
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,5.405136226828464,08
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,7.390694372505903,09
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,7.944744666998563,09
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,8.519786871928932,09
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,8.23262248601688,09
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,32.83923075154742,13
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,29.047112641282656,13
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,26.081438504339403,13
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,23.265491063291527,13
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,11.88446821535969,24
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,12.848051124868835,24
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,12.329524722971895,24
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,11.71898814206206,24
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,9.703928663689105,26
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,8.972053421429347,26
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,8.35259231167542,26
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,7.476088979850686,26
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,19.795050209102314,27
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,20.353925982519378,27
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,20.685241803832632,27
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,20.780717649500943,27
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,1.9782474137572164,35
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,2.261996560224645,35
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,2.3829566848653014,35
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,2.3820856110130713,35
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,40.85648821679728,36
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,38.10977679282962,36
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,35.393993359457006,36
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,31.470000614634685,36
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,15.158293316789177,39
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,14.511659967552163,39
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,14.304235347704166,39
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,15.130618082054148,39
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,2.806613861759411,41
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,2.8465883248536468,41
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,2.8916200846566236,41
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,2.986568612298316,41
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,21.042560697645072,47
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,21.96873294985881,47
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,22.115312392838945,47
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,21.630842846759194,47
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,point,NA,821.2736098987898,US
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,point,NA,649.0717304662561,US
2023-05-08,3 wk ahead inc flu hosp,2023-05-27,point,NA,521.7352435356258,US
2023-05-08,4 wk ahead inc flu hosp,2023-06-03,point,NA,405.7190802666193,US
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.01,0.9122024480647857,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.025,6.926030486022151,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.05,8.732278495532833,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.1,12.05763182128728,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.15,13.844131548586477,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.2,14.571420915158397,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.25,15.088046739353487,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.3,15.733994112045666,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.35,16.453536776662247,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.4,17.350194725678172,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.45,18.1424764082755,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.5,19.276485148710293,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.55,20.10655675464693,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.6,21.391086420834164,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.65,22.65144945306544,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.7,23.621975695725414,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.75,24.573268206349134,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.8,27.350509057833072,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.85,30.418706559508003,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.9,34.74937719740295,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.95,40.70307593817561,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.975,47.66067377590137,06
2023-05-08,1 wk ahead inc flu hosp,2023-05-13,quantile,0.99,645.1820550021863,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.01,0.773750273500527,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.025,4.0583463107107915,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.05,6.534143663347974,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.1,8.82343115814743,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.15,10.394209693138514,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.2,11.723644403771186,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.25,12.66291305921323,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.3,13.837391839299999,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.35,14.87966320207729,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.4,15.901784704159521,06
2023-05-08,2 wk ahead inc flu hosp,2023-05-20,quantile,0.45,17.132991358097627,06
