forecast_date,target,target_end_date,type,quantile,value,location
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,30.71494340373792,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,22.7288154834901,06
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,17.71716737070289,06
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,13.275217103486137,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,10.742648556742964,08
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,9.205011605985627,08
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,8.026028348109817,08
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,6.613092836579794,08
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,11.793511896671744,09
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,11.7410447440089,09
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,11.057683468527877,09
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,11.684895688756658,09
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,64.80320488039445,13
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,63.66029965559949,13
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,59.46706372095741,13
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,56.300773731275,13
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,21.76077595414899,24
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,23.57346126776561,24
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,23.26612700946798,24
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,22.032166422597346,24
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,18.071644584726567,26
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,13.395373627844624,26
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,10.46997295951803,26
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,8.324183073316531,26
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,6.282296591122039,27
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,5.384776802201127,27
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,4.872789734495882,27
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,4.2352397551860665,27
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,4.28659858453513,35
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,4.38100667614898,35
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,4.5068786043933535,35
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,4.21966849403125,35
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,56.31733306291328,36
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,47.19097507902653,36
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,36.111564838683464,36
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,28.48366310062794,36
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,30.97134362864336,39
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,31.423115871450648,39
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,30.25828724955161,39
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,28.8289170121311,39
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,3.966403684458609,41
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,3.4448524081121468,41
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,2.9860237534449316,41
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,2.7107714782770342,41
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,25.728862112055197,47
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,26.614888632231462,47
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,25.2610637025386,47
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,23.83537097818886,47
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,point,NA,1076.4117007689756,US
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,point,NA,755.4431244709997,US
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,point,NA,572.8521916879088,US
2023-03-27,4 wk ahead inc flu hosp,2023-04-22,point,NA,435.15729934718115,US
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.01,3.0660064454965825,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.025,11.106681711699247,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.05,13.53126795709875,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.1,19.478435837676653,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.15,21.704709754955264,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.2,22.590437547259842,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.25,23.40274394274436,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.3,24.159079974210147,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.35,25.969457304689627,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.4,27.74049510385463,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.45,29.07831534707885,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.5,30.71494340373792,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.55,32.52340377563439,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.6,34.05728577037921,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.65,35.8920469519805,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.7,37.91750179054895,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.75,40.30131900820507,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.8,43.77266427550324,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.85,48.74656034727854,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.9,53.87733333421729,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.95,62.692784088153644,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.975,84.29862787584857,06
2023-03-27,1 wk ahead inc flu hosp,2023-04-01,quantile,0.99,967.0963332751375,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.01,0.9843811487200217,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.025,3.3323597229969044,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.05,7.2632508912615945,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.1,10.85499226577123,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.15,12.827719981753209,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.2,14.255062536924566,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.25,15.829725911442223,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.3,16.974297698146614,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.35,18.099798528653867,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.4,19.484220048614983,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.45,21.024380000045312,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.5,22.7288154834901,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.55,24.212340180612657,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.6,25.58432789717099,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.65,27.97158719756974,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.7,30.314158789767873,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.75,33.36561710625159,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.8,37.20839297670429,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.85,41.963050681143585,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.9,48.24714124004343,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.95,67.46780846184542,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.975,208.2749781273572,06
2023-03-27,2 wk ahead inc flu hosp,2023-04-08,quantile,0.99,1001.6299038835269,06
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,quantile,0.01,0.5521468086761593,06
2023-03-27,3 wk ahead inc flu hosp,2023-04-15,quantile,0.025,1.4825274085876752,06
