"forecast_date","target","location","location_name","type","type_id","value"
2023-01-09,"2 wk flu hosp rate change","01","Alabama","category","large_increase",0.157911611786066
2023-01-09,"2 wk flu hosp rate change","02","Alaska","category","large_increase",0.193955059336706
2023-01-09,"2 wk flu hosp rate change","04","Arizona","category","large_increase",0.189932235284528
2023-01-09,"2 wk flu hosp rate change","05","Arkansas","category","large_increase",0.234670777477252
2023-01-09,"2 wk flu hosp rate change","06","California","category","large_increase",0.00702013757216369
2023-01-09,"2 wk flu hosp rate change","08","Colorado","category","large_increase",0.16300676218109
2023-01-09,"2 wk flu hosp rate change","09","Connecticut","category","large_increase",0.3156071738612
2023-01-09,"2 wk flu hosp rate change","10","Delaware","category","large_increase",0.300507029025625
2023-01-09,"2 wk flu hosp rate change","11","District of Columbia","category","large_increase",0.0098517958323564
2023-01-09,"2 wk flu hosp rate change","12","Florida","category","large_increase",0.199952146573611
2023-01-09,"2 wk flu hosp rate change","13","Georgia","category","large_increase",0.00227752822568161
2023-01-09,"2 wk flu hosp rate change","15","Hawaii","category","large_increase",0.0460118669792994
2023-01-09,"2 wk flu hosp rate change","16","Idaho","category","large_increase",0.235724609298675
2023-01-09,"2 wk flu hosp rate change","17","Illinois","category","large_increase",0.0829719172917438
2023-01-09,"2 wk flu hosp rate change","18","Indiana","category","large_increase",0.180789234086747
2023-01-09,"2 wk flu hosp rate change","19","Iowa","category","large_increase",0.214684027968084
2023-01-09,"2 wk flu hosp rate change","20","Kansas","category","large_increase",0.0968896474350494
2023-01-09,"2 wk flu hosp rate change","21","Kentucky","category","large_increase",0.142492288248118
2023-01-09,"2 wk flu hosp rate change","22","Louisiana","category","large_increase",0.198104710728413
2023-01-09,"2 wk flu hosp rate change","23","Maine","category","large_increase",0.267492996818624
2023-01-09,"2 wk flu hosp rate change","24","Maryland","category","large_increase",0.0614417635405857
2023-01-09,"2 wk flu hosp rate change","25","Massachusetts","category","large_increase",0.173303443256758
2023-01-09,"2 wk flu hosp rate change","26","Michigan","category","large_increase",0.269991210353435
2023-01-09,"2 wk flu hosp rate change","27","Minnesota","category","large_increase",0.0762376146197115
2023-01-09,"2 wk flu hosp rate change","28","Mississippi","category","large_increase",0.254284815100941
2023-01-09,"2 wk flu hosp rate change","29","Missouri","category","large_increase",0.277200898874699
2023-01-09,"2 wk flu hosp rate change","30","Montana","category","large_increase",0.161252355698028
2023-01-09,"2 wk flu hosp rate change","31","Nebraska","category","large_increase",0.272674669979801
2023-01-09,"2 wk flu hosp rate change","32","Nevada","category","large_increase",0.16573306688525
2023-01-09,"2 wk flu hosp rate change","33","New Hampshire","category","large_increase",0.381039294682082
2023-01-09,"2 wk flu hosp rate change","34","New Jersey","category","large_increase",0.119062448508427
2023-01-09,"2 wk flu hosp rate change","35","New Mexico","category","large_increase",0.29240557223547
2023-01-09,"2 wk flu hosp rate change","36","New York","category","large_increase",0.104947983451545
2023-01-09,"2 wk flu hosp rate change","37","North Carolina","category","large_increase",0.0155921947792065
2023-01-09,"2 wk flu hosp rate change","38","North Dakota","category","large_increase",0.258102878225052
2023-01-09,"2 wk flu hosp rate change","39","Ohio","category","large_increase",0.0627524844927057
2023-01-09,"2 wk flu hosp rate change","40","Oklahoma","category","large_increase",0.241681260783928
2023-01-09,"2 wk flu hosp rate change","41","Oregon","category","large_increase",0.14743392982895
2023-01-09,"2 wk flu hosp rate change","42","Pennsylvania","category","large_increase",0.0758133283476208
2023-01-09,"2 wk flu hosp rate change","72","Puerto Rico","category","large_increase",0.0250304382988672
2023-01-09,"2 wk flu hosp rate change","44","Rhode Island","category","large_increase",0.054830479248468
2023-01-09,"2 wk flu hosp rate change","45","South Carolina","category","large_increase",0.147862128722917
2023-01-09,"2 wk flu hosp rate change","46","South Dakota","category","large_increase",0.11039495125447
2023-01-09,"2 wk flu hosp rate change","47","Tennessee","category","large_increase",0.16013715363399
2023-01-09,"2 wk flu hosp rate change","48","Texas","category","large_increase",0.0578028373983743
2023-01-09,"2 wk flu hosp rate change","US","US","category","large_increase",0.00813483945133486
2023-01-09,"2 wk flu hosp rate change","49","Utah","category","large_increase",0.131260971390302
2023-01-09,"2 wk flu hosp rate change","50","Vermont","category","large_increase",0.228352839714919
2023-01-09,"2 wk flu hosp rate change","78","Virgin Islands","category","large_increase",0
2023-01-09,"2 wk flu hosp rate change","51","Virginia","category","large_increase",0.0396141863552534
2023-01-09,"2 wk flu hosp rate change","53","Washington","category","large_increase",0.110187550579304
2023-01-09,"2 wk flu hosp rate change","54","West Virginia","category","large_increase",0.175127215808404
2023-01-09,"2 wk flu hosp rate change","55","Wisconsin","category","large_increase",0.289785226104985
2023-01-09,"2 wk flu hosp rate change","56","Wyoming","category","large_increase",0.260976691357851
2023-01-09,"2 wk flu hosp rate change","01","Alabama","category","increase",0.129815802133369
2023-01-09,"2 wk flu hosp rate change","02","Alaska","category","increase",0.128403200276161
2023-01-09,"2 wk flu hosp rate change","04","Arizona","category","increase",0.108234192573436
2023-01-09,"2 wk flu hosp rate change","05","Arkansas","category","increase",0.0559398456849677
2023-01-09,"2 wk flu hosp rate change","06","California","category","increase",0.051994066938988
2023-01-09,"2 wk flu hosp rate change","08","Colorado","category","increase",0.147691126782779
2023-01-09,"2 wk flu hosp rate change","09","Connecticut","category","increase",0.0751146049619906
2023-01-09,"2 wk flu hosp rate change","10","Delaware","category","increase",0.183585071072094
2023-01-09,"2 wk flu hosp rate change","11","District of Columbia","category","increase",0.044520118783505
2023-01-09,"2 wk flu hosp rate change","12","Florida","category","increase",0.198875213024713
2023-01-09,"2 wk flu hosp rate change","13","Georgia","category","increase",0.0859879803041087
2023-01-09,"2 wk flu hosp rate change","15","Hawaii","category","increase",0.129599857635153
2023-01-09,"2 wk flu hosp rate change","16","Idaho","category","increase",0.0680978513155966
2023-01-09,"2 wk flu hosp rate change","17","Illinois","category","increase",0.132328622957478
2023-01-09,"2 wk flu hosp rate change","18","Indiana","category","increase",0.136644610930562
2023-01-09,"2 wk flu hosp rate change","19","Iowa","category","increase",0.0827595026528841
2023-01-09,"2 wk flu hosp rate change","20","Kansas","category","increase",0.103501796090867
2023-01-09,"2 wk flu hosp rate change","21","Kentucky","category","increase",0.0771730511126592
2023-01-09,"2 wk flu hosp rate change","22","Louisiana","category","increase",0.10736065809721
2023-01-09,"2 wk flu hosp rate change","23","Maine","category","increase",0.146345945927115
2023-01-09,"2 wk flu hosp rate change","24","Maryland","category","increase",0.0735712785298691
2023-01-09,"2 wk flu hosp rate change","25","Massachusetts","category","increase",0.151032014256683
2023-01-09,"2 wk flu hosp rate change","26","Michigan","category","increase",0.0820460028839577
2023-01-09,"2 wk flu hosp rate change","27","Minnesota","category","increase",0.114902908363527
2023-01-09,"2 wk flu hosp rate change","28","Mississippi","category","increase",0.0814209576570352
2023-01-09,"2 wk flu hosp rate change","29","Missouri","category","increase",0.0892444384820564
2023-01-09,"2 wk flu hosp rate change","30","Montana","category","increase",0.0796162819357532
2023-01-09,"2 wk flu hosp rate change","31","Nebraska","category","increase",0.0577126376986168
2023-01-09,"2 wk flu hosp rate change","32","Nevada","category","increase",0.121365474972087
2023-01-09,"2 wk flu hosp rate change","33","New Hampshire","category","increase",0.0965665392230746
2023-01-09,"2 wk flu hosp rate change","34","New Jersey","category","increase",0.0971038405708337
2023-01-09,"2 wk flu hosp rate change","35","New Mexico","category","increase",0.0411644241670417
2023-01-09,"2 wk flu hosp rate change","36","New York","category","increase",0.101985558349436
2023-01-09,"2 wk flu hosp rate change","37","North Carolina","category","increase",0.0535181456952714
2023-01-09,"2 wk flu hosp rate change","38","North Dakota","category","increase",0.0924828655255566
2023-01-09,"2 wk flu hosp rate change","39","Ohio","category","increase",0.0841813507021096
2023-01-09,"2 wk flu hosp rate change","40","Oklahoma","category","increase",0.0584478296706715
2023-01-09,"2 wk flu hosp rate change","41","Oregon","category","increase",0.0621951985830059
2023-01-09,"2 wk flu hosp rate change","42","Pennsylvania","category","increase",0.103881246616686
2023-01-09,"2 wk flu hosp rate change","72","Puerto Rico","category","increase",0.100665265776327
2023-01-09,"2 wk flu hosp rate change","44","Rhode Island","category","increase",0.101666329392647
2023-01-09,"2 wk flu hosp rate change","45","South Carolina","category","increase",0.152172545728683
2023-01-09,"2 wk flu hosp rate change","46","South Dakota","category","increase",0.123744921725677
2023-01-09,"2 wk flu hosp rate change","47","Tennessee","category","increase",0.116978969964528
2023-01-09,"2 wk flu hosp rate change","48","Texas","category","increase",0.182263359387114
2023-01-09,"2 wk flu hosp rate change","US","US","category","increase",0.0490037151403193
2023-01-09,"2 wk flu hosp rate change","49","Utah","category","increase",0.142487534230443
2023-01-09,"2 wk flu hosp rate change","50","Vermont","category","increase",0.15872971244059
2023-01-09,"2 wk flu hosp rate change","78","Virgin Islands","category","increase",0
2023-01-09,"2 wk flu hosp rate change","51","Virginia","category","increase",0.104963281540208
2023-01-09,"2 wk flu hosp rate change","53","Washington","category","increase",0.0865464415523362
2023-01-09,"2 wk flu hosp rate change","54","West Virginia","category","increase",0.068339094091569
2023-01-09,"2 wk flu hosp rate change","55","Wisconsin","category","increase",0.0939850644275978
2023-01-09,"2 wk flu hosp rate change","56","Wyoming","category","increase",0.12326234094245
2023-01-09,"2 wk flu hosp rate change","01","Alabama","category","stable",0.358905619271889
2023-01-09,"2 wk flu hosp rate change","02","Alaska","category","stable",0.319637680250244
