"forecast_date","target","location","location_name","type","type_id","value"
2022-11-28,"2 wk flu hosp rate change","01","Alabama","category","large_increase",0.12529317549592
2022-11-28,"2 wk flu hosp rate change","02","Alaska","category","large_increase",0.277980736037663
2022-11-28,"2 wk flu hosp rate change","04","Arizona","category","large_increase",0.41458394001294
2022-11-28,"2 wk flu hosp rate change","05","Arkansas","category","large_increase",0.585721659767224
2022-11-28,"2 wk flu hosp rate change","06","California","category","large_increase",0.393580992890919
2022-11-28,"2 wk flu hosp rate change","08","Colorado","category","large_increase",0.255895030044718
2022-11-28,"2 wk flu hosp rate change","09","Connecticut","category","large_increase",0.420496243248816
2022-11-28,"2 wk flu hosp rate change","10","Delaware","category","large_increase",0.359540350079866
2022-11-28,"2 wk flu hosp rate change","11","District of Columbia","category","large_increase",0.36818734099001
2022-11-28,"2 wk flu hosp rate change","12","Florida","category","large_increase",0.161195423573894
2022-11-28,"2 wk flu hosp rate change","13","Georgia","category","large_increase",0.0421709181164871
2022-11-28,"2 wk flu hosp rate change","15","Hawaii","category","large_increase",0.08989907515614
2022-11-28,"2 wk flu hosp rate change","16","Idaho","category","large_increase",0.444851816455346
2022-11-28,"2 wk flu hosp rate change","17","Illinois","category","large_increase",0.434550966524879
2022-11-28,"2 wk flu hosp rate change","18","Indiana","category","large_increase",0.42981665077732
2022-11-28,"2 wk flu hosp rate change","19","Iowa","category","large_increase",0.26957926158423
2022-11-28,"2 wk flu hosp rate change","20","Kansas","category","large_increase",0.397592047873593
2022-11-28,"2 wk flu hosp rate change","21","Kentucky","category","large_increase",0.503235901908875
2022-11-28,"2 wk flu hosp rate change","22","Louisiana","category","large_increase",0.228353653579561
2022-11-28,"2 wk flu hosp rate change","23","Maine","category","large_increase",0.183348613216756
2022-11-28,"2 wk flu hosp rate change","24","Maryland","category","large_increase",0.259029873137856
2022-11-28,"2 wk flu hosp rate change","25","Massachusetts","category","large_increase",0.26066874814875
2022-11-28,"2 wk flu hosp rate change","26","Michigan","category","large_increase",0.206188095323999
2022-11-28,"2 wk flu hosp rate change","27","Minnesota","category","large_increase",0.411651962002537
2022-11-28,"2 wk flu hosp rate change","28","Mississippi","category","large_increase",0.291418112059553
2022-11-28,"2 wk flu hosp rate change","29","Missouri","category","large_increase",0.541536152100698
2022-11-28,"2 wk flu hosp rate change","30","Montana","category","large_increase",0.304488066466194
2022-11-28,"2 wk flu hosp rate change","31","Nebraska","category","large_increase",0.340946478944668
2022-11-28,"2 wk flu hosp rate change","32","Nevada","category","large_increase",0.325470494896665
2022-11-28,"2 wk flu hosp rate change","33","New Hampshire","category","large_increase",0.0120207132484591
2022-11-28,"2 wk flu hosp rate change","34","New Jersey","category","large_increase",0.316534258324581
2022-11-28,"2 wk flu hosp rate change","35","New Mexico","category","large_increase",0.533899200259701
2022-11-28,"2 wk flu hosp rate change","36","New York","category","large_increase",0.2129854280244
2022-11-28,"2 wk flu hosp rate change","37","North Carolina","category","large_increase",0.408243569020306
2022-11-28,"2 wk flu hosp rate change","38","North Dakota","category","large_increase",0.0543293513952805
2022-11-28,"2 wk flu hosp rate change","39","Ohio","category","large_increase",0.282686838062926
