"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.100",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.150",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.150",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.200",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.200",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.200",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.200",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.250",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.250",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.250",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.250",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.300",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.300",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.300",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.300",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.350",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.350",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.350",2,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.350",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.400",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.400",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.400",2,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.400",2,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.450",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.450",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.450",2,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.450",2,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.500",4,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.500",3,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.500",3,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.500",2,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.550",4,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.550",3,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.550",3,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.550",3,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.600",4,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-06,2023-02-18,"0.600",4,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-06,2023-02-25,"0.600",3.40000000000009,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-06,2023-03-04,"0.600",3,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-06,2023-02-11,"0.650",5,"quantile"
