"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.150",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.150",0.350000000000001,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.200",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.200",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.250",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.250",1.25,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.250",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.300",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.300",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.300",3.4,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.300",3.8,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.350",3.15,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.350",2.3,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.350",5.15,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.350",5,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.400",4.6,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.400",5.2,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.400",6,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.400",5.6,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.450",6.1,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.450",7,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.450",8.05,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.450",6.05,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.500",8.5,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.500",7.5,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.500",10,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.500",7.5,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.550",9,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.550",8,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.550",11.95,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.550",10.85,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.600",12,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.600",11.8,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.600",15.4,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.600",17.2,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.650",13.7,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.650",15.55,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.650",19,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.650",19,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.700",14.6,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.700",20.6,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.700",19.9,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.700",21,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.750",16,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.750",23.5,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.750",22,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.750",21.75,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.800",17,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.800",26,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.800",26,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.800",32.6,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.850",18.3,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.850",31.3,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.850",31.3,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.850",36.95,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.900",21.9,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.900",39.7,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.900",36.8000000000001,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.900",41.9000000000001,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.950",31.1,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.950",46,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.950",63.1,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.950",77.35,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.975",33.925,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.975",46,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.975",68.4,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.975",92.15,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-22,2023-05-27,"0.990",36.97,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-22,2023-06-03,"0.990",46,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-22,2023-06-10,"0.990",75.36,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-22,2023-06-17,"0.990",103.46,"quantile"
"1 wk ahead inc flu hosp","01",2023-05-22,2023-05-27,"0.010",0.58,"quantile"
"2 wk ahead inc flu hosp","01",2023-05-22,2023-06-03,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-05-22,2023-06-10,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","01",2023-05-22,2023-06-17,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-05-22,2023-05-27,"0.025",1.45,"quantile"
"2 wk ahead inc flu hosp","01",2023-05-22,2023-06-03,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-05-22,2023-06-10,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","01",2023-05-22,2023-06-17,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-05-22,2023-05-27,"0.050",2.45,"quantile"
"2 wk ahead inc flu hosp","01",2023-05-22,2023-06-03,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-05-22,2023-06-10,"0.050",0,"quantile"
