"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.150",0.350000000000001,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.200",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.200",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.250",1.25,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.250",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.250",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.300",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.300",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.300",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.300",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.350",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.350",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.350",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.350",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.400",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.400",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.400",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.400",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.450",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.450",0.0500000000000007,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.450",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.450",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-13,2023-03-18,"0.500",2.5,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-13,2023-03-25,"0.500",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-13,2023-04-01,"0.500",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-13,2023-04-08,"0.500",0,"quantile"
